kode_user,message,clean_text,severity,predicted_severity
KI1750,apakah perlu dikirim tanda bukti pembayarannya kesini,kirim tanda bukti bayar kesini,1,1
"KI1162, KI1160","Mhn info dulu kak...pembayaranya tiap bulannya brp ????? Awal 10 mpbs mo nambah 5 jadi 15 mpbs.. Masalahnya sy dah pasang. 2 line ,lantai 1 dan lantai 2",mohon informasi kak pembayaranya bulan mpbs nambah mpbs deh pasang line lantai lantai,1,1
KT1217,Utk tagihan internet bln ini sdh ada kah,tagih internet sdh,1,1
KT1217,Apakah bs dibantu cek saat sy mendaftar utk menjadi pelanggan kapten naratel menggunakan email apa ya,bantu cek daftar langgan kapten naratel email iya,1,1
KM2554,Jika sudah diaktifkan sampai 15 mbps.  Berarti sudah habis ga da lagi paket turbo gratisnya,aktif mbps habis ga da paket turbo gratis,1,1
KP1961,Apakah wifi naratel ada gangguan soalnya punya saya terhubung tanpa internet,wifi naratel ganggu hubung internet,2,2
"KI3184, STKN0003, KN0626",Mohon di cek,mohon cek,1,1
KI2906,Apa wifi kalau tersambung untuk CCTV memang lebih lemot ya kak?,wifi sambung cctv lambat iya kak,2,2
STKP0036,Untuk paket superstar apakah ada biaya instalasi kak?,paket superstar biaya instalasi kak,1,1
KI2906,Tapi barusan saya cek pake id pelanggan kok tidak ditemukan,barusan cek pakai id langgan tidak,1,1
KN0552,Sudah TF ini,tf,1,1
KM0921,Maaf apa jaringan lg trouble,maaf jaring trouble,2,2
KN0095,kalau mau bayar di m banking bni,bayar m banking bni,1,1
KI2906,Kan saya selama ini pakai 20 mbps tapi bayar sekitar 151 ribu sekian Karena ada free untuk rumah tahfidh 10 mbps Kalau saya update ke 30 mpbs berarti saya bayarnya tinggal dikurangi gitu ya kak?,pakai mbps bayar free rumah tahfidh mbps update mpbs bayar rang iya kak,1,1
KM2554,Berarti selama menjadi pelanggan bisa diaktifkan terus turbo ini Hanya khusus pilihan 3 paket tadi,langgan aktif turbo pilih paket,1,1
KN0007,Iy KK ini maaf mau Tya KK ini masuk aplikasi nya apa buat email dulu atau gimana nya caranya 🙏,iy kakak maaf tya kakak masuk aplikasi nya email nya,1,1
JT0481,"Saya kontrak di jl simpang sampurna,akhir bulan ini saya pindah ke rumah saya sendiri di jl slamet temboro.apa bisa pasang naratel disini?",kontrak jl simpang sampurna pindah rumah jl slamet temboro pasang naratel,1,1
KD1024,Mas eifi gangguan,mas eifi ganggu,2,2
KP0414,Kalo langsung TF gabisa ya kak? Harus pakai aplikasi?,tf gabisa iya kak pakai aplikasi,1,1
KI0840,Cara pengecekan paket tambahan gmn kka,kece paket tambah gmn kka,1,1
KP0414,TF ke sini kan ya kak? Betul gak?,tf iya kak gak,1,1
KP2273,Gmana tf nya,tf nya,1,1
KP1030,kapten naratel sedang trouble kah?,kapten naratel trouble,2,2
KN0552,"Untuk TF saya kasih Lewat aplikasi naratel atau lewat BRI virtual account, atau gimana",tf kasih aplikasi naratel bri virtual account,1,1
KN0552,Aku TF lewat BRI virtual account ini kh,tf bri virtual account kh,1,1
KN0552,"Saya mau bayar penagihan wifi atas nama Fantrisius Wendo, bayar lewat aplikasi naratel atau lewat BRI virtual account ini",bayar tagih wifi nama fantrisius wendo bayar aplikasi naratel bri virtual account,1,1
KJ0937,"Sudah kak, ini sudah bisa masuk di aplikasinya Terima kasih🙏",kak masuk aplikasi terima kasih,1,1
KD0268,"Apa ada perbaikan , ini wifi ada gangguan",baik wifi ganggu,2,2
KD1155,ID Pelanggan: KD1155 Nama: Muda Pratikta Munawan Alasan Berhenti Berlangganan: Penggantian provider lain Jadwal Pengambilan Modem: Hari Kamis tgl 25 Sept 2025 Jam: 15.00 Wib Sharelocation: Perum Puri Indah Blok H1 no 10 gondorejo,id langgan kd nama muda pratikta munawan alas henti langgan ganti provider jadwal ambil modem kamis tanggal september jam sharelocation perum puri indah blok h gondorejo,4,4
KM2230,Iya nyala merah,iya nyala merah,1,1
JT0481,Gpp langsung di pasang saja,tidak apa pasang,1,1
JT0481,Iya.bisa kapan di pasang?besok?,iya pasang besok,1,1
KP1000,cara bayar lewat dana gimana kak,bayar dana kak,1,1
KN0552,Terus masuk gini gimana,masuk gin,1,1
KD1798,"selamat Sore  Saya,Azmy fachrul azizi  Field Support dari Kapten Naratel, ingin melakukan kunjungan ke lokasi Kakak untuk menjelaskan mengenai aplikasi baru Kapten Naratel.  Dalam kunjungan ini, kami ingin memperkenalkan fitur Turbo, di mana Kakak berkesempatan mendapatkan *GRATIS +5 Mbps tambahan!*  Apakah kakak besok bisa ditemui ?  Mohon konfirmasi kesediaannya untuk menerima kunjungan  dari kami. Terima kasih banyak atas perhatian dan waktunya   Salam, Azmy fachrul azizi  Field Support – Kapten Naratel",selamat sore azmy fachrul aziz field support kapten naratel kunjung lokasi kakak aplikasi kapten naratel kunjung kenal fitur turbo kakak sempat gratis mbps tambah kakak besok temu mohon konfirmasi sedia terima kunjung terima kasih perhati salam azmy fachrul aziz field support kapten naratel,1,1
JT0683,"Jg internet nya lemot sekali,pdhl cuma d pakai 2 hp",internet nya lambat pdhl pakai hp,2,2
STKP0031,Minta infonyanya yang paket ☝🏻,infonyanya paket,1,1
KM1011,Tambah lemot sekarang wifinya,lambat wifinya,2,2
"KJ1847, KI1837",mau tanya tagihan untuk yang 10 mb,tagih mb,1,1
STKP0031,"Jadi harus bayar 300 + 3 bulan ( jika saya pakai yg 100mps ), betul!!!",bayar pakai mps,1,1
"KI1162, KI1160",Bukti pembayaran nya kak..🙏,bukti bayar nya kak,1,1
"KM0206, KM2518",Paket kapten brpa skrng,paket kapten brpa skrng,1,1
"KM2553, KM2694","Saya KM2694 mau upgrade sesuai pamflet naratel ini yg 200mbps 250ribu, soalnya skr lambat sekali",upgrade pamflet naratel mbps skr lambat,2,2
KM0471,Sya mau bayar tagihan sya brp ?,sya bayar tagih sya,1,1
"JT0377, STJT0014",Bisa dibantu cek,bantu cek,1,1
"KI1162, KI1160",Masih blom normal itu kak...mulai hari jumat kmrin lelet sekali,blom normal kak jumat kmrin lambat,2,2
KP1446,Kan secara harga hampir sama tapi kok bisa mbps nya selisih 10× lebih cepaat apakah wort it kak kita migrasi ke paket sperstar?,harga mbps nya selisih cepaat wort it kak migrasi paket sperstar,1,1
KI2606,Sdh ..tp msh muter2 lemot,sdh muter lambat,2,2
KJ2487,Utk tagihan KT1898 ndak ada i kak.. Terus skg Internet ny mati..,tagih tidak i kak skg internet ny mati,1,1
"KM2553, KM2694","Kok bingung jadi ini paket beda ya, khusus. Kalo gitu tak bandingkan dg produk lain dulu ya",bingung paket beda iya tidak banding dg produk iya,1,1
"JT0063, JT0068, JT0881",hr ini sy cek lg,cek,1,1
"JT0063, JT0068, JT0881",sdh bs kak...mgkn kmrn lampu mati,sdh kak lampu mati,2,1
"GJ0333, KJ0477, KJ2338","Selamat pagi, utk periode Oktober, KJ2338 jadi downgrade ke 5 mbps, di tunggu konfirmasi nya kembali",selamat pagi periode oktober kj downgrade mbps tunggu konfirmasi nya,1,1
JT0667,Kami mau bayar,bayar,1,1
JT0667,Kalo tokonya buka jam Berapa,toko buka jam,1,1
JT0667,Kalo tokonya buka jam berapa kak,toko buka jam kak,1,1
KT1613,Sy tdk pake mbanking kalo bayar2 yg kena admin,tidak pakai mbanking bayar kena admin,1,1
KP1961,Masak dari kemarin gangguan,masak ganggu,2,2
KM3976,Wifi area kejayan kab pasuruan ada gangguan ?,wifi area kejayan kabupaten pasuruan ganggu,2,2
KP1231," Dear Pelanggan Kapten *Hasan Mahdi Alkatiri,*  Terimakasih sudah melakukan perpanjangan masa aktif wifi anda   *MOHON LAKUKAN RESTART MODEM* dengan cara cabut adaptor selama -/+ 10 detik kemudian tancapkan lagi karena sebelumnya layanan wifi Anda termonitoring tidak aktif.  ID Pelanggan		:	KP1231 Nama Pelanggan		:	Hasan Mahdi Alkatiri Paket Layanan		:	5 Mbps Masa aktif anda berlaku sampai :	06-May-2025  Terimakasih atas kepercayaan Anda telah memilih dan menggunakan layanan Kami. Ayooooo !! ajak tetangga, teman & saudara untuk berlangganan kaptennaratel.com “internet cepat untuk keluarga hebat” ⭐⭐⭐⭐⭐  Apabila ada keluhan dan kendala layanan wifi kami, silahkan menghubungi customer service : 📱 WA: +62 882-1201-1111 💬 Telegram: @kapten_naratel_bot 🌐 Live Chat Web Kapten: kaptennaratel.com  *Terimakasih* 		",dear langgan kapten hasan mahdi alkatiri terimakasih panjang aktif wifi mohon laku restart modem pergi adaptor detik tancap layan wifi termonitoring tidak aktif id langgan kp nama langgan hasan mahdi alkatiri paket layan mbps aktif laku may terimakasih percaya pilih layan ayooooo ajak tetangga teman saudara langgan kaptennaratel com internet cepat keluarga hebat keluh kendala layan wifi silah hubung customer service wa telegram naratel bot live chat web kapten kaptennaratel com terimakasih,4,1
KP1665,Mau tanya wifi dirumah sy knp trouble ?,wifi rumah trouble,2,2
KM3123,Internetnya trouble ya kak ?,internetnya trouble iya kak,2,2
KM0817,Kemarin kemarin sy sdh menjelaskan bahwa jaringan putus putus tdk stabil  .... sebaiknya kru dari naratel cek langsung ke lokasi,sdh jaring putus putus tidak stabil kru naratel cek lokasi,1,1
KI1919,apakah ada gangguan,ganggu,2,2
KP1857,Bagaimana saya bisa bayar tagihan wifi nya,bayar tagih wifi nya,1,1
KP1857,Sejak kemaren saya bayar tidak bisa,bayar tidak,1,1
KM0817,Tetap tdk mau cek lokasi ya......,tidak cek lokasi iya,1,1
STJT0019,Nanti jadi mati wifinya?,mati wifinya,2,2
KM0449,Ini putus nyambung gtu knp ya,putus nyambung gtu iya,2,2
KM1517,"Baik Kak mohon maaf setelah saya cekkan koneksi internet Kakak terdeteksi los ada indikasi kabel putus, untuk itu perlu kami jadwalkan tim teknisi ke lokasi kakak untuk melakukan perbaikan dan akan kami jadwalkan besuk ya Kak 🙏",kak mohon maaf cek koneksi internet kakak deteksi los indikasi kabel putus jadwal tim teknisi lokasi kakak baik jadwal besuk iya kak,2,1
KM2144,gini aja drpd sy tiap bln repot dg pembayarayan.. mulai bln dpn sy berhenti sj dr naratel at nyari yg gak ruwet klo bayar🙏🏻🙏🏻,gin drpd repot dg pembayarayan dpn henti dr naratel at gak ruwet bayar,4,1
KI3151,Saya sudh bayar coba tolong dicek kenapa internetnya gk ada,sudh bayar coba cek internetnya gk,1,1
JT0667,Kami TF kemana yaa,tf yaa,1,1
KD1191,Lemot nggak jaringanny,lambat tidak jaringanny,2,2
KD1191,Apa beda nya sm 10mbps harga 175rb,beda nya sm mbps harga rb,1,1
JT0738,kak maaf kok wifi di rumah saya lemot banget ya,kak maaf wifi rumah lambat banget iya,2,2
KP0693,"Kirimi aja aq kayak biasanya biar bisa lgsg dibayar, gak usah pake aplikasi gini malah ribet mau bayar",kirim kayak biar bayar gak pakai aplikasi gin ribet bayar,1,1
KP0693,"Sudah ini, tapi keluar lagi, harus masuk dari awal lagi, gak bisa aq klo pake email pasword",masuk gak pakai email pasword,1,1
KM2180,"Selamat malam Saya mau bayar tagihan wifi yg jatuh tempo tgl 29 kog tidak bisa yaa...keterangan di mobile banking ""sistem tidak tersedia""",selamat malam bayar tagih wifi jatuh tempo tanggal tidak yaa terang mobile banking sistem tidak sedia,1,1
KP0693,"maunya lgsg masuk aja, gak usah pake Gisi ini, lupa aq, kemarin itu di isikan masnya, jadi aq gak tau, ini kok log out lagi, jadi gak bisa login aq",mau masuk gak pakai gisi lupa isi mas gak log out gak login,1,1
KJ2473,"Selamat pagi, saya dari pelanggan wifi atas nama Deni subandini mau memberi tahu kalau kabel wifinya putus kak, apakah bisa diperbaiki kembali hari ini ya kak?",selamat pagi langgan wifi nama den subandini kabel wifinya putus kak baik iya kak,2,2
KM3713,"Ketika klik paket yg aku pilih, muncul suruh isi data itu",klik paket pilih muncul suruh isi data,1,1
KM3713,"Aku pelanggan lama, tapi baru kali ini mau bayar lewat aplikasi",langgan bayar aplikasi,1,1
KM3713,Biasanya lngsung bayar ke kantornya,lngsung bayar kantor,1,1
KM3713,"Kak, apakah stiap bayar lewat aplikasi harus merestart modem?",kak bayar aplikasi merestart modem,1,1
KP0693,"Puji Tuhan masuk, makasih ya.. nanti tak coba buat melakukan pmbayaran",puji tuhan masuk terima kasih iya tidak coba pmbayaran,1,1
KD0928,"Siang kak, ada trouble lagi ya?",siang kak trouble iya,2,2
KD0928,"Oh maaf sudah kak sudah saya cabut lalu saya colokkan lagi sudah bisa, punya ibuk saya",maaf kak pergi colok ibuk,4,1
KD1567,SK rng waktunya bayar wiffi saya TF kemana,sk rng bayar wiffi tf,1,1
"KM0474, KM2138, KP1266",Hallo kak  Wifi gangguan dr td siang,hallo kak wifi ganggu dr siang,2,2
KI3401,Pengajuan Berhenti Berlangganan Anda dapat diproses apabila melengkapi data berikut :  ID Pelanggan:KD1478 Nama:sri hastuti w Alasan Berhenti Berlangganan: karena pindah rumah Jadwal Pengambilan Modem: 30 Jam:9 - 10 Sharelocation:  Segera isi form agar kami bisa memproses permohonan berhenti berlangganan Anda. Terima kasih telah mempercayakan kami untuk melayani Anda🙏,aju henti langgan proses lengkap data id langgan kd nama sri hastuti w alas henti langgan pindah rumah jadwal ambil modem jam sharelocation isi form proses mohon henti langgan terima kasih percaya layan,4,4
KT1839,Kak saya mau bayar wifi lewat Indomaret...boleh minta kode nya,kak bayar wifi indomaret kode nya,1,1
KD1336,Saya mau bayar nomor berapa,bayar nomor,1,1
KM2180,Bayar via mobile banking BCA rek. a/n Signal berkah makmur,bayar via mobile banking bca rek a signal berkah makmur,1,1
KI1738,Sy mau bayar wifi kok gak bisa ya,bayar wifi gak iya,1,1
"KM0206, KM2518","Bisa dibantu untuk mengisi datanya terlebih dahulu untuk memastikan area tercover atau belum, Kak 😊  Alamat Pemasangan: baja Bejo barbershop depan pabrik karton kec.bugul kidul  Kelurahan: pekuncen  Share location: Tahu Kapten Naratel darimana:   sudah berlangganan lama    Terima kasih 😊",bantu isi data area tercover belum kak alamat pasang baja bejo barbershop pabrik karton camat bugul kidul lurah kuncen share location kapten naratel darimana langgan terima kasih,2,2
KT2112,Bisa g di pasang dulu terus baru beli paketnya itu kk biar sekalian sma uang pemasanganya,g pasang beli paket kakak biar uang pemasanganya,1,1
KM3700,Udah konfirmasi dr jm3 sore kmren Lo ini kak.. td blange jm 10..,konfirmasi dr jm sore kmren kak blange jm,1,1
KJ0805,Bisa kasih nomer rekening buat tagihan wifi,kasih nomer rekening tagih wifi,1,1
JT0682,"Dear Pelanggan Kapten *Arif Prasetyo ,*  Terimakasih sudah melakukan perpanjangan masa aktif wifi di Mitra Bayar *Sparkpay*  ID Pelanggan		:	JT0682 Nama Pelanggan		:	Arif Prasetyo Paket Layanan		:	5 Masa aktif anda berlaku sampai :	01-August-2025""  Terimakasih atas kepercayaan Anda telah memilih dan menggunakan layanan Kami. Ayooooo !! ajak tetangga, teman & saudara untuk berlangganan kaptennaratel.com “internet cepat untuk keluarga hebat” ⭐⭐⭐⭐⭐  Apabila ada keluhan dan kendala layanan wifi kami, silahkan menghubungi customer service:  💬 Telegram: @kapten_naratel_bot 🌐 Live Chat Web Kapten: kaptennaratel.com  *Terimakasih*",dear langgan kapten arif prasetyo terimakasih panjang aktif wifi mitra bayar sparkpay id langgan jt nama langgan arif prasetyo paket layan aktif laku august terimakasih percaya pilih layan ayooooo ajak tetangga teman saudara langgan kaptennaratel com internet cepat keluarga hebat keluh kendala layan wifi silah hubung customer service telegram naratel bot live chat web kapten kaptennaratel com terimakasih,1,1
KP1988,"Malam ka, Internet Kp 1988 apakah trouble kak?",malam kakak internet kp trouble kak,2,2
JT0682,Link buat bayar nya kak pake mbanking bca,link bayar nya kak pakai mbanking bca,1,1
KM3139,Mohon maaf kak Saat ini saya terkendala dengan jaringan internetnya Lemot banget,mohon maaf kak kendala jaring internetnya lambat banget,2,2
"KJ1060, KJ2255",Kak mau tanya virtual account untuk wifi kj1060 berapa ya?,kak virtual account wifi kj iya,1,1
KP1673,"ID pelanggan : KP1673 Mohon bantuan sering trouble, wifi tersambung tanpa internet",id langgan kp mohon bantu trouble wifi sambung internet,2,2
KP1665,"Dari gerbang perumahan , masuk ke selatan mentok , belok kiri , belok kiri , terus belok kanan.",gerbang rumah masuk selatan mentok belok kiri belok kiri belok kanan,1,1
KP1550,"Saya mau bayar tagihan wifi, tp saat saya masukkan no.VA BCA yg permah dikirim tidak bisa digunakan, boleh dibsntu utk dikirimkan no.VA nya lg kah kak?",bayar tagih wifi masuk va bca mah kirim tidak dibsntu kirim va nya kak,1,1
KJ0805,"Iya benar,  bayar wifi no rekening kapten naratel berapa",iya bayar wifi rekening kapten naratel,1,1
KD1191,Utk bln berikutny sdh nggak bayar y,berikutny sdh tidak bayar,1,1
KM3139,Sebentar saya cek dulu,sebentar cek,1,1
KM2864,Skrg wifinya sering lemot bos,skrg wifinya lambat bos,2,2
KN0440,Paket superstar tuh apa ya?,paket superstar tuh iya,1,1
AT0022,"Tp sering nyala semua, tidak berkedip/bergantian. Apakah normal?",nyala tidak kedip ganti normal,1,1
"KI1162, KI1160",Kenapa saat ini jaringan Kapten sering lemot?????,jaring kapten lambat,2,2
"KI1162, KI1160","Met  siang  kapten ...saat ini  jarungan wufi  ID KIII60 dan ID K,III62 Lemot sekali... Mohon di bantu kak",met siang kapten jarungan wufi id kiii id iii lambat mohon bantu kak,2,2
KJ0805,Kenapa saya bayar tidak bisa,bayar tidak,1,1
STKD0017,iya kak rencana saya bayar tunai waktu pemasangan,iya kak rencana bayar tunai pasang,1,1
STKD0017,untuk pembayaran tunai nanti ada bukti pembayarannya juga kan kak ya?,bayar tunai bukti bayar kak iya,1,1
KJ0805,"Soalnya bulan2 kemarin, tagihan 111.000 di tambah admin 2500 jadi 113.500, ini sekarang 113.500 masih di tambah admin lagi 2500 jadi 16.000, adminnya jadi nambah kena 2 kali",tagih admin admin adminnya nambah kena,1,1
KJ0805,"Iya masak bayar admin sebanyak 2 kali, 2500 kali 2",iya masak bayar admin,1,1
KM2864,Sdh 2 bln lemot gini bos,sdh lambat gin bos,2,1
JT0931,"Baik, boleh saya konfirmasi untuk yang ditugaskan ke lokasi saya atas nama siapa kak?",konfirmasi tugas lokasi nama kak,1,1
"GJ0333, KJ0477, KJ2338","Selamat siang, KJ 2338 kembali masih sama kayak kemarin gangguannya",selamat siang kj kayak ganggu,2,2
"GJ0333, KJ0477, KJ2338","ini barusan sdh bisa hp dan pc, sebelum sy cabut modemnya",barusan sdh hp pc pergi modem,4,1
KM1237,"Selamat malam, apakah hari ini wifinya trouble",selamat malam wifinya trouble,2,2
KI3232,Lemot sekali mau buat kerja,lambat kerja,2,2
KT2112,Bisa di pasang sore ini kk?,pasang sore kakak,1,1
KT2112,Atau paling lambat mlm ini?,lambat mlm,2,2
KD1191,Brrti sy pakai paket reguler klau mau tetap pke modem lama?,brrti pakai paket reguler klau pke modem,1,1
KN0268,Bukti pembayaran wifi an ajeng kristanti 👆🏼,bukti bayar wifi an ajeng kristanti,1,1
KT2112,Kirim no rek aja kk biar saya tf,kirim rek kakak biar tf,1,1
JT0080,Mau bayar ini,bayar,1,1
KN0268,Halo kak mau konfirmasi sudah melakukan pembayaran wifi 🙏,halo kak konfirmasi bayar wifi,1,1
KM0987,Apakah ada gangguan?,ganggu,2,2
KD1216,Setiap bulan gk pernah ada tagihan,gk tagih,1,1
STKD0017,"kalau pagi, dari teknisi bisa jam berapa kak?",pagi teknisi jam kak,1,1
AT0022,"Karena terkadang wa tidak centang, gambar jam saja. Beberapa menit baru centang. (Lemot)",terkadang wa tidak centang gambar jam menit centang lambat,2,2
KP1084,Wifi di tempat saya gangguan min,wifi ganggu min,2,2
KP2288,"Iya tau kak,,masuk ke situ gak bisa, pasword x gak bisa",iya kak masuk situ gak pasword x gak,1,1
KI2895,Apa tidak di cek dulu dari sistem kenapa bisa loss,tidak cek sistem loss,1,1
KI2895,Biasanya di cek dulu,cek,1,1
KJ1181,Mohon info bayar internet apa harus pakai bca?,mohon informasi bayar internet pakai bca,1,1
