message,kode_user,cleaning_text,case_folding,tokenizing,normalization,remove_stopwords,stemming,clean_text,severity
"Info Penting: - Pembayaran otomatis memperpanjang layanan tanpa konfirmasi. - Jika 20 menit setelah bayar belum ada notifikasi, hubungi CS. - VA BRI, Indomaret, Alfamart berubah tiap bulan. - VA BCA hanya bisa dibayar dari rekening BCA (tetap). - Total sudah termasuk biaya layanan. - BRIVA tidak dapat dibayar via Flip.",KM1631,Info Penting Pembayaran otomatis memperpanjang layanan tanpa konfirmasi Jika menit setelah bayar belum ada notifikasi hubungi CS VA BRI Indomaret Alfamart berubah tiap bulan VA BCA hanya bisa dibayar dari rekening BCA tetap Total sudah termasuk biaya layanan BRIVA tidak dapat dibayar via Flip ,info penting pembayaran otomatis memperpanjang layanan tanpa konfirmasi jika menit setelah bayar belum ada notifikasi hubungi cs va bri indomaret alfamart berubah tiap bulan va bca hanya bisa dibayar dari rekening bca tetap total sudah termasuk biaya layanan briva tidak dapat dibayar via flip ,"['info', 'penting', 'pembayaran', 'otomatis', 'memperpanjang', 'layanan', 'tanpa', 'konfirmasi', 'jika', 'menit', 'setelah', 'bayar', 'belum', 'ada', 'notifikasi', 'hubungi', 'cs', 'va', 'bri', 'indomaret', 'alfamart', 'berubah', 'tiap', 'bulan', 'va', 'bca', 'hanya', 'bisa', 'dibayar', 'dari', 'rekening', 'bca', 'tetap', 'total', 'sudah', 'termasuk', 'biaya', 'layanan', 'briva', 'tidak', 'dapat', 'dibayar', 'via', 'flip']","['informasi', 'penting', 'pembayaran', 'otomatis', 'memperpanjang', 'layanan', 'tanpa', 'konfirmasi', 'jika', 'menit', 'setelah', 'bayar', 'belum', 'ada', 'notifikasi', 'hubungi', 'cs', 'va', 'bri', 'indomaret', 'alfamart', 'berubah', 'tiap', 'bulan', 'va', 'bca', 'hanya', 'bisa', 'dibayar', 'dari', 'rekening', 'bca', 'tetap', 'total', 'sudah', 'termasuk', 'biaya', 'layanan', 'briva', 'tidak', 'dapat', 'dibayar', 'via', 'flip']","['informasi', 'pembayaran', 'otomatis', 'memperpanjang', 'layanan', 'konfirmasi', 'menit', 'bayar', 'belum', 'notifikasi', 'hubungi', 'cs', 'va', 'bri', 'indomaret', 'alfamart', 'berubah', 'va', 'bca', 'dibayar', 'rekening', 'bca', 'total', 'biaya', 'layanan', 'briva', 'tidak', 'dibayar', 'via', 'flip']","['informasi', 'bayar', 'otomatis', 'panjang', 'layan', 'konfirmasi', 'menit', 'bayar', 'belum', 'notifikasi', 'hubung', 'cs', 'va', 'bri', 'indomaret', 'alfamart', 'ubah', 'va', 'bca', 'bayar', 'rekening', 'bca', 'total', 'biaya', 'layan', 'briva', 'tidak', 'bayar', 'via', 'flip']",informasi bayar otomatis panjang layan konfirmasi menit bayar belum notifikasi hubung cs va bri indomaret alfamart ubah va bca bayar rekening bca total biaya layan briva tidak bayar via flip,1
Saya udah bayar kak,KT1372,Saya udah bayar kak,saya udah bayar kak,"['saya', 'udah', 'bayar', 'kak']","['saya', 'sudah', 'bayar', 'kak']","['bayar', 'kak']","['bayar', 'kak']",bayar kak,1
Mau bayar gih,KI2226,Mau bayar gih,mau bayar gih,"['mau', 'bayar', 'gih']","['mau', 'bayar', 'gih']","['bayar', 'gih']","['bayar', 'gih']",bayar gih,1
Tadi mau bayar ke Indomaret rebet aplikasinya besok aja lewat BCA ya trimakasih,JT0999,Tadi mau bayar ke Indomaret rebet aplikasinya besok aja lewat BCA ya trimakasih,tadi mau bayar ke indomaret rebet aplikasinya besok aja lewat bca ya trimakasih,"['tadi', 'mau', 'bayar', 'ke', 'indomaret', 'rebet', 'aplikasinya', 'besok', 'aja', 'lewat', 'bca', 'ya', 'trimakasih']","['tadi', 'mau', 'bayar', 'ke', 'indomaret', 'rebet', 'aplikasinya', 'besok', 'saja', 'lewat', 'bca', 'iya', 'trimakasih']","['bayar', 'indomaret', 'rebet', 'aplikasinya', 'besok', 'bca', 'iya', 'trimakasih']","['bayar', 'indomaret', 'rebet', 'aplikasi', 'besok', 'bca', 'iya', 'trimakasih']",bayar indomaret rebet aplikasi besok bca iya trimakasih,1
Wong hp nya nyala kok kak baru bbrp menit saya keluar,KD1034,Wong hp nya nyala kok kak baru bbrp menit saya keluar,wong hp nya nyala kok kak baru bbrp menit saya keluar,"['wong', 'hp', 'nya', 'nyala', 'kok', 'kak', 'baru', 'bbrp', 'menit', 'saya', 'keluar']","['wong', 'hp', 'nya', 'nyala', 'kok', 'kak', 'baru', 'bbrp', 'menit', 'saya', 'keluar']","['hp', 'nya', 'nyala', 'kak', 'bbrp', 'menit']","['hp', 'nya', 'nyala', 'kak', 'bbrp', 'menit']",hp nya nyala kak bbrp menit,1
Mau bayar wifi,KI2226,Mau bayar wifi,mau bayar wifi,"['mau', 'bayar', 'wifi']","['mau', 'bayar', 'wifi']","['bayar', 'wifi']","['bayar', 'wifi']",bayar wifi,1
Saya mau bayar bulanan kok gak bisa ya,JT0846,Saya mau bayar bulanan kok gak bisa ya,saya mau bayar bulanan kok gak bisa ya,"['saya', 'mau', 'bayar', 'bulanan', 'kok', 'gak', 'bisa', 'ya']","['saya', 'mau', 'bayar', 'bulanan', 'kok', 'gak', 'bisa', 'iya']","['bayar', 'bulanan', 'gak', 'iya']","['bayar', 'bulan', 'gak', 'iya']",bayar bulan gak iya,1
"Jaringan internet kok tdk bs stabil putus nyambung putus nyambung terus""an ini bagaimana",KM0817,Jaringan internet kok tdk bs stabil putus nyambung putus nyambung terus an ini bagaimana,jaringan internet kok tdk bs stabil putus nyambung putus nyambung terus an ini bagaimana,"['jaringan', 'internet', 'kok', 'tdk', 'bs', 'stabil', 'putus', 'nyambung', 'putus', 'nyambung', 'terus', 'an', 'ini', 'bagaimana']","['jaringan', 'internet', 'kok', 'tidak', 'bisa', 'stabil', 'putus', 'nyambung', 'putus', 'nyambung', 'terus', 'an', 'ini', 'bagaimana']","['jaringan', 'internet', 'tidak', 'stabil', 'putus', 'nyambung', 'putus', 'nyambung', 'an']","['jaring', 'internet', 'tidak', 'stabil', 'putus', 'nyambung', 'putus', 'nyambung', 'an']",jaring internet tidak stabil putus nyambung putus nyambung an,2
"selamat siang,saya pelanggan atas nama bambang pribadi mau bayar lewat VA bca tp kok ga bisa ya",KI1750,selamat siang saya pelanggan atas nama bambang pribadi mau bayar lewat VA bca tp kok ga bisa ya,selamat siang saya pelanggan atas nama bambang pribadi mau bayar lewat va bca tp kok ga bisa ya,"['selamat', 'siang', 'saya', 'pelanggan', 'atas', 'nama', 'bambang', 'pribadi', 'mau', 'bayar', 'lewat', 'va', 'bca', 'tp', 'kok', 'ga', 'bisa', 'ya']","['selamat', 'siang', 'saya', 'pelanggan', 'atas', 'nama', 'bambang', 'pribadi', 'mau', 'bayar', 'lewat', 'va', 'bca', 'tapi', 'kok', 'ga', 'bisa', 'iya']","['selamat', 'siang', 'pelanggan', 'nama', 'bambang', 'pribadi', 'bayar', 'va', 'bca', 'ga', 'iya']","['selamat', 'siang', 'langgan', 'nama', 'bambang', 'pribadi', 'bayar', 'va', 'bca', 'ga', 'iya']",selamat siang langgan nama bambang pribadi bayar va bca ga iya,1
Ribet bayar di apk nya,KI2226,Ribet bayar di apk nya,ribet bayar di apk nya,"['ribet', 'bayar', 'di', 'apk', 'nya']","['ribet', 'bayar', 'di', 'apk', 'nya']","['ribet', 'bayar', 'apk', 'nya']","['ribet', 'bayar', 'apk', 'nya']",ribet bayar apk nya,1
Wifi sudah seminggu lebih sering lemot mohon dibantu,KM0043,Wifi sudah seminggu lebih sering lemot mohon dibantu,wifi sudah seminggu lebih sering lemot mohon dibantu,"['wifi', 'sudah', 'seminggu', 'lebih', 'sering', 'lemot', 'mohon', 'dibantu']","['wifi', 'sudah', 'seminggu', 'lebih', 'sering', 'lambat', 'mohon', 'dibantu']","['wifi', 'seminggu', 'lambat', 'mohon', 'dibantu']","['wifi', 'minggu', 'lambat', 'mohon', 'bantu']",wifi minggu lambat mohon bantu,2
Ini saya yg bayar anak saya kok gak bisa ya,JT0846,Ini saya yg bayar anak saya kok gak bisa ya,ini saya yg bayar anak saya kok gak bisa ya,"['ini', 'saya', 'yg', 'bayar', 'anak', 'saya', 'kok', 'gak', 'bisa', 'ya']","['ini', 'saya', 'yang', 'bayar', 'anak', 'saya', 'kok', 'gak', 'bisa', 'iya']","['bayar', 'anak', 'gak', 'iya']","['bayar', 'anak', 'gak', 'iya']",bayar anak gak iya,1
Tagihan 0 rp,KI2226,Tagihan rp,tagihan rp,"['tagihan', 'rp']","['tagihan', 'rp']","['tagihan', 'rp']","['tagih', 'rp']",tagih rp,1
Dibuat download aplikasi liat video fb lemot jg,KM0043,Dibuat download aplikasi liat video fb lemot jg,dibuat download aplikasi liat video fb lemot jg,"['dibuat', 'download', 'aplikasi', 'liat', 'video', 'fb', 'lemot', 'jg']","['dibuat', 'download', 'aplikasi', 'lihat', 'video', 'fb', 'lambat', 'juga']","['download', 'aplikasi', 'lihat', 'video', 'fb', 'lambat']","['download', 'aplikasi', 'lihat', 'video', 'fb', 'lambat']",download aplikasi lihat video fb lambat,2
Kak lemot banget ini kenapa ya?,KT2075,Kak lemot banget ini kenapa ya ,kak lemot banget ini kenapa ya ,"['kak', 'lemot', 'banget', 'ini', 'kenapa', 'ya']","['kak', 'lambat', 'banget', 'ini', 'kenapa', 'iya']","['kak', 'lambat', 'banget', 'iya']","['kak', 'lambat', 'banget', 'iya']",kak lambat banget iya,2
Ini internetnya lemot bgt kak,KT2075,Ini internetnya lemot bgt kak,ini internetnya lemot bgt kak,"['ini', 'internetnya', 'lemot', 'bgt', 'kak']","['ini', 'internetnya', 'lambat', 'banget', 'kak']","['internetnya', 'lambat', 'banget', 'kak']","['internetnya', 'lambat', 'banget', 'kak']",internetnya lambat banget kak,2
Jam berapa ya kak kira kira tidak bisa men akses jaringan nya?,KJ0847,Jam berapa ya kak kira kira tidak bisa men akses jaringan nya ,jam berapa ya kak kira kira tidak bisa men akses jaringan nya ,"['jam', 'berapa', 'ya', 'kak', 'kira', 'kira', 'tidak', 'bisa', 'men', 'akses', 'jaringan', 'nya']","['jam', 'berapa', 'iya', 'kak', 'kira', 'kira', 'tidak', 'bisa', 'men', 'akses', 'jaringan', 'nya']","['jam', 'iya', 'kak', 'tidak', 'men', 'akses', 'jaringan', 'nya']","['jam', 'iya', 'kak', 'tidak', 'men', 'akses', 'jaring', 'nya']",jam iya kak tidak men akses jaring nya,1
oke coba saya test dulu.. nnti kalo lemot saya coba restart router lagi,KT2075,oke coba saya test dulu nnti kalo lemot saya coba restart router lagi,oke coba saya test dulu nnti kalo lemot saya coba restart router lagi,"['oke', 'coba', 'saya', 'test', 'dulu', 'nnti', 'kalo', 'lemot', 'saya', 'coba', 'restart', 'router', 'lagi']","['oke', 'coba', 'saya', 'test', 'dulu', 'nnti', 'kalau', 'lambat', 'saya', 'coba', 'restart', 'router', 'lagi']","['oke', 'coba', 'test', 'nnti', 'lambat', 'coba', 'restart', 'router']","['oke', 'coba', 'test', 'nnti', 'lambat', 'coba', 'restart', 'router']",oke coba test nnti lambat coba restart router,2
Ya sudah besok saja lah saya bayar cash,"KM0079, KM0192",Ya sudah besok saja lah saya bayar cash,ya sudah besok saja lah saya bayar cash,"['ya', 'sudah', 'besok', 'saja', 'lah', 'saya', 'bayar', 'cash']","['iya', 'sudah', 'besok', 'saja', 'lah', 'saya', 'bayar', 'cash']","['iya', 'besok', 'bayar', 'cash']","['iya', 'besok', 'bayar', 'cash']",iya besok bayar cash,1
"Selamat siang, kak kalo mau berhenti berlangganan bagaimana prosedurnya ?",KT0280,Selamat siang kak kalo mau berhenti berlangganan bagaimana prosedurnya ,selamat siang kak kalo mau berhenti berlangganan bagaimana prosedurnya ,"['selamat', 'siang', 'kak', 'kalo', 'mau', 'berhenti', 'berlangganan', 'bagaimana', 'prosedurnya']","['selamat', 'siang', 'kak', 'kalau', 'mau', 'berhenti', 'berlangganan', 'bagaimana', 'prosedurnya']","['selamat', 'siang', 'kak', 'berhenti', 'berlangganan', 'prosedurnya']","['selamat', 'siang', 'kak', 'henti', 'langgan', 'prosedur']",selamat siang kak henti langgan prosedur,4
Itu harga flat tiap bulan ?,KP2273,Itu harga flat tiap bulan ,itu harga flat tiap bulan ,"['itu', 'harga', 'flat', 'tiap', 'bulan']","['itu', 'harga', 'flat', 'tiap', 'bulan']","['harga', 'flat']","['harga', 'flat']",harga flat,1
untuk nomer briva nya berapa ya kak?,JT0677,untuk nomer briva nya berapa ya kak ,untuk nomer briva nya berapa ya kak ,"['untuk', 'nomer', 'briva', 'nya', 'berapa', 'ya', 'kak']","['untuk', 'nomer', 'briva', 'nya', 'berapa', 'iya', 'kak']","['nomer', 'briva', 'nya', 'iya', 'kak']","['nomer', 'briva', 'nya', 'iya', 'kak']",nomer briva nya iya kak,1
"Kak, mohon dibantu mengisi data pemasangan terlebih dahulu untuk saya bantu daftarkan😊  Nama: ida royani No. Telepon: 081 805100041 Alamat Pemasangan: jln slamet Kelurahan: cemorokandang Paket: paket 5mbps Foto KTP: Foto Tampak Depan Rumah: Tahu Kapten Naratel dari Mana: teman  Terima kasih 😊",JT0481,Kak mohon dibantu mengisi data pemasangan terlebih dahulu untuk saya bantu daftarkan Nama ida royani No Telepon Alamat Pemasangan jln slamet Kelurahan cemorokandang Paket paket mbps Foto KTP Foto Tampak Depan Rumah Tahu Kapten Naratel dari Mana teman Terima kasih ,kak mohon dibantu mengisi data pemasangan terlebih dahulu untuk saya bantu daftarkan nama ida royani no telepon alamat pemasangan jln slamet kelurahan cemorokandang paket paket mbps foto ktp foto tampak depan rumah tahu kapten naratel dari mana teman terima kasih ,"['kak', 'mohon', 'dibantu', 'mengisi', 'data', 'pemasangan', 'terlebih', 'dahulu', 'untuk', 'saya', 'bantu', 'daftarkan', 'nama', 'ida', 'royani', 'no', 'telepon', 'alamat', 'pemasangan', 'jln', 'slamet', 'kelurahan', 'cemorokandang', 'paket', 'paket', 'mbps', 'foto', 'ktp', 'foto', 'tampak', 'depan', 'rumah', 'tahu', 'kapten', 'naratel', 'dari', 'mana', 'teman', 'terima', 'kasih']","['kak', 'mohon', 'dibantu', 'mengisi', 'data', 'pemasangan', 'terlebih', 'dahulu', 'untuk', 'saya', 'bantu', 'daftarkan', 'nama', 'ida', 'royani', 'no', 'telepon', 'alamat', 'pemasangan', 'jalan', 'slamet', 'kelurahan', 'cemorokandang', 'paket', 'paket', 'mbps', 'foto', 'ktp', 'foto', 'tampak', 'depan', 'rumah', 'tahu', 'kapten', 'naratel', 'dari', 'mana', 'teman', 'terima', 'kasih']","['kak', 'mohon', 'dibantu', 'mengisi', 'data', 'pemasangan', 'bantu', 'daftarkan', 'nama', 'ida', 'royani', 'telepon', 'alamat', 'pemasangan', 'jalan', 'slamet', 'kelurahan', 'cemorokandang', 'paket', 'paket', 'mbps', 'foto', 'ktp', 'foto', 'rumah', 'kapten', 'naratel', 'teman', 'terima', 'kasih']","['kak', 'mohon', 'bantu', 'isi', 'data', 'pasang', 'bantu', 'daftar', 'nama', 'ida', 'royan', 'telepon', 'alamat', 'pasang', 'jalan', 'slamet', 'lurah', 'cemorokandang', 'paket', 'paket', 'mbps', 'foto', 'ktp', 'foto', 'rumah', 'kapten', 'naratel', 'teman', 'terima', 'kasih']",kak mohon bantu isi data pasang bantu daftar nama ida royan telepon alamat pasang jalan slamet lurah cemorokandang paket paket mbps foto ktp foto rumah kapten naratel teman terima kasih,1
Bukti pembayaran pelanggan dg ID. KI1973.,KI1973,Bukti pembayaran pelanggan dg ID KI ,bukti pembayaran pelanggan dg id ki ,"['bukti', 'pembayaran', 'pelanggan', 'dg', 'id', 'ki']","['bukti', 'pembayaran', 'pelanggan', 'dg', 'id', 'ki']","['bukti', 'pembayaran', 'pelanggan', 'dg', 'id', 'ki']","['bukti', 'bayar', 'langgan', 'dg', 'id', 'ki']",bukti bayar langgan dg id ki,1
"Mf itu ada ditoko sblh Timur kodim n skrg tutup, mmg kt yg jaga toko kadang2 mati / sinyal tiba2 hilang...klo ke toko pg sj jam 9 smpe jm 5 sore",KP1136,Mf itu ada ditoko sblh Timur kodim n skrg tutup mmg kt yg jaga toko kadang mati sinyal tiba hilang klo ke toko pg sj jam smpe jm sore,mf itu ada ditoko sblh timur kodim n skrg tutup mmg kt yg jaga toko kadang mati sinyal tiba hilang klo ke toko pg sj jam smpe jm sore,"['mf', 'itu', 'ada', 'ditoko', 'sblh', 'timur', 'kodim', 'n', 'skrg', 'tutup', 'mmg', 'kt', 'yg', 'jaga', 'toko', 'kadang', 'mati', 'sinyal', 'tiba', 'hilang', 'klo', 'ke', 'toko', 'pg', 'sj', 'jam', 'smpe', 'jm', 'sore']","['mf', 'itu', 'ada', 'ditoko', 'sblh', 'timur', 'kodim', 'dan', 'skrg', 'tutup', 'mmg', 'kita', 'yang', 'jaga', 'toko', 'kadang', 'mati', 'sinyal', 'tiba', 'hilang', 'kalau', 'ke', 'toko', 'pg', 'saja', 'jam', 'smpe', 'jm', 'sore']","['mf', 'ditoko', 'sblh', 'timur', 'kodim', 'skrg', 'tutup', 'mmg', 'jaga', 'toko', 'kadang', 'mati', 'sinyal', 'hilang', 'toko', 'pg', 'jam', 'smpe', 'jm', 'sore']","['mf', 'toko', 'sblh', 'timur', 'kodim', 'skrg', 'tutup', 'mmg', 'jaga', 'toko', 'kadang', 'mati', 'sinyal', 'hilang', 'toko', 'pg', 'jam', 'smpe', 'jm', 'sore']",mf toko sblh timur kodim skrg tutup mmg jaga toko kadang mati sinyal hilang toko pg jam smpe jm sore,2
Oh iya kalo mau paket superstar 30 mbps  Brarti :  10 perangkat yg bisa connect Modem bayar 300rb Free instalasi,STKN0016,Oh iya kalo mau paket superstar mbps Brarti perangkat yg bisa connect Modem bayar rb Free instalasi,oh iya kalo mau paket superstar mbps brarti perangkat yg bisa connect modem bayar rb free instalasi,"['oh', 'iya', 'kalo', 'mau', 'paket', 'superstar', 'mbps', 'brarti', 'perangkat', 'yg', 'bisa', 'connect', 'modem', 'bayar', 'rb', 'free', 'instalasi']","['oh', 'iya', 'kalau', 'mau', 'paket', 'superstar', 'mbps', 'brarti', 'perangkat', 'yang', 'bisa', 'connect', 'modem', 'bayar', 'rb', 'free', 'instalasi']","['iya', 'paket', 'superstar', 'mbps', 'brarti', 'perangkat', 'connect', 'modem', 'bayar', 'rb', 'free', 'instalasi']","['iya', 'paket', 'superstar', 'mbps', 'brarti', 'perangkat', 'connect', 'modem', 'bayar', 'rb', 'free', 'instalasi']",iya paket superstar mbps brarti perangkat connect modem bayar rb free instalasi,1
Bayar pada saat pemasangan?,STKN0016,Bayar pada saat pemasangan ,bayar pada saat pemasangan ,"['bayar', 'pada', 'saat', 'pemasangan']","['bayar', 'pada', 'saat', 'pemasangan']","['bayar', 'pemasangan']","['bayar', 'pasang']",bayar pasang,1
Kak saya sudah bayar kenapa wifi tetap tidak aktif,KI2414,Kak saya sudah bayar kenapa wifi tetap tidak aktif,kak saya sudah bayar kenapa wifi tetap tidak aktif,"['kak', 'saya', 'sudah', 'bayar', 'kenapa', 'wifi', 'tetap', 'tidak', 'aktif']","['kak', 'saya', 'sudah', 'bayar', 'kenapa', 'wifi', 'tetap', 'tidak', 'aktif']","['kak', 'bayar', 'wifi', 'tidak', 'aktif']","['kak', 'bayar', 'wifi', 'tidak', 'aktif']",kak bayar wifi tidak aktif,1
"nggak merah min, barusan ini udah bisa tp lemot ya...",KI1112,nggak merah min barusan ini udah bisa tp lemot ya ,nggak merah min barusan ini udah bisa tp lemot ya ,"['nggak', 'merah', 'min', 'barusan', 'ini', 'udah', 'bisa', 'tp', 'lemot', 'ya']","['tidak', 'merah', 'min', 'barusan', 'ini', 'sudah', 'bisa', 'tapi', 'lambat', 'iya']","['tidak', 'merah', 'min', 'barusan', 'lambat', 'iya']","['tidak', 'merah', 'min', 'barusan', 'lambat', 'iya']",tidak merah min barusan lambat iya,2
Admin sampai brpa tiap bulannya,KP2273,Admin sampai brpa tiap bulannya,admin sampai brpa tiap bulannya,"['admin', 'sampai', 'brpa', 'tiap', 'bulannya']","['admin', 'sampai', 'brpa', 'tiap', 'bulannya']","['admin', 'brpa', 'bulannya']","['admin', 'brpa', 'bulan']",admin brpa bulan,1
Kalau ganti paket 30 mbps,KM2000,Kalau ganti paket mbps,kalau ganti paket mbps,"['kalau', 'ganti', 'paket', 'mbps']","['kalau', 'ganti', 'paket', 'mbps']","['ganti', 'paket', 'mbps']","['ganti', 'paket', 'mbps']",ganti paket mbps,1
Kalo bayar melalui alfamart kode nya kk,KM3636,Kalo bayar melalui alfamart kode nya kk,kalo bayar melalui alfamart kode nya kk,"['kalo', 'bayar', 'melalui', 'alfamart', 'kode', 'nya', 'kk']","['kalau', 'bayar', 'melalui', 'alfamart', 'kode', 'nya', 'kakak']","['bayar', 'alfamart', 'kode', 'nya', 'kakak']","['bayar', 'alfamart', 'kode', 'nya', 'kakak']",bayar alfamart kode nya kakak,1
Kalo bayar di alfamart kode nya kk,KM3636,Kalo bayar di alfamart kode nya kk,kalo bayar di alfamart kode nya kk,"['kalo', 'bayar', 'di', 'alfamart', 'kode', 'nya', 'kk']","['kalau', 'bayar', 'di', 'alfamart', 'kode', 'nya', 'kakak']","['bayar', 'alfamart', 'kode', 'nya', 'kakak']","['bayar', 'alfamart', 'kode', 'nya', 'kakak']",bayar alfamart kode nya kakak,1
Wifi mati kak,KD0568,Wifi mati kak,wifi mati kak,"['wifi', 'mati', 'kak']","['wifi', 'mati', 'kak']","['wifi', 'mati', 'kak']","['wifi', 'mati', 'kak']",wifi mati kak,2
"Saya kesulitan untuk membayar tagihan,",KT0964,Saya kesulitan untuk membayar tagihan ,saya kesulitan untuk membayar tagihan ,"['saya', 'kesulitan', 'untuk', 'membayar', 'tagihan']","['saya', 'kesulitan', 'untuk', 'membayar', 'tagihan']","['kesulitan', 'membayar', 'tagihan']","['sulit', 'bayar', 'tagih']",sulit bayar tagih,1
"Dear Pelanggan Kapten Dwi Wulandari,  Terima kasih telah melakukan perpanjangan masa aktif wifi di Mitra Bayar sps.  ID Pelanggan   : KT0964 Nama Pelanggan  : Dwi Wulandari Paket Layanan   : 5 Masa aktif berlaku sampai : 22-August-2025  Terima kasih atas kepercayaan Anda menggunakan layanan kami.",KT0964,Dear Pelanggan Kapten Dwi Wulandari Terima kasih telah melakukan perpanjangan masa aktif wifi di Mitra Bayar sps ID Pelanggan KT Nama Pelanggan Dwi Wulandari Paket Layanan Masa aktif berlaku sampai August Terima kasih atas kepercayaan Anda menggunakan layanan kami ,dear pelanggan kapten dwi wulandari terima kasih telah melakukan perpanjangan masa aktif wifi di mitra bayar sps id pelanggan kt nama pelanggan dwi wulandari paket layanan masa aktif berlaku sampai august terima kasih atas kepercayaan anda menggunakan layanan kami ,"['dear', 'pelanggan', 'kapten', 'dwi', 'wulandari', 'terima', 'kasih', 'telah', 'melakukan', 'perpanjangan', 'masa', 'aktif', 'wifi', 'di', 'mitra', 'bayar', 'sps', 'id', 'pelanggan', 'kt', 'nama', 'pelanggan', 'dwi', 'wulandari', 'paket', 'layanan', 'masa', 'aktif', 'berlaku', 'sampai', 'august', 'terima', 'kasih', 'atas', 'kepercayaan', 'anda', 'menggunakan', 'layanan', 'kami']","['dear', 'pelanggan', 'kapten', 'dwi', 'wulandari', 'terima', 'kasih', 'telah', 'melakukan', 'perpanjangan', 'masa', 'aktif', 'wifi', 'di', 'mitra', 'bayar', 'sps', 'id', 'pelanggan', 'kita', 'nama', 'pelanggan', 'dwi', 'wulandari', 'paket', 'layanan', 'masa', 'aktif', 'berlaku', 'sampai', 'august', 'terima', 'kasih', 'atas', 'kepercayaan', 'anda', 'menggunakan', 'layanan', 'kami']","['dear', 'pelanggan', 'kapten', 'dwi', 'wulandari', 'terima', 'kasih', 'perpanjangan', 'aktif', 'wifi', 'mitra', 'bayar', 'sps', 'id', 'pelanggan', 'nama', 'pelanggan', 'dwi', 'wulandari', 'paket', 'layanan', 'aktif', 'berlaku', 'august', 'terima', 'kasih', 'kepercayaan', 'layanan']","['dear', 'langgan', 'kapten', 'dwi', 'wulandari', 'terima', 'kasih', 'panjang', 'aktif', 'wifi', 'mitra', 'bayar', 'sps', 'id', 'langgan', 'nama', 'langgan', 'dwi', 'wulandari', 'paket', 'layan', 'aktif', 'laku', 'august', 'terima', 'kasih', 'percaya', 'layan']",dear langgan kapten dwi wulandari terima kasih panjang aktif wifi mitra bayar sps id langgan nama langgan dwi wulandari paket layan aktif laku august terima kasih percaya layan,1
"enggak kak, mau berhenti langganan aja",KT0280,enggak kak mau berhenti langganan aja,enggak kak mau berhenti langganan aja,"['enggak', 'kak', 'mau', 'berhenti', 'langganan', 'aja']","['tidak', 'kak', 'mau', 'berhenti', 'langganan', 'saja']","['tidak', 'kak', 'berhenti', 'langganan']","['tidak', 'kak', 'henti', 'langgan']",tidak kak henti langgan,4
Permisi mau konfirmasi ini kenapa ya,JT1053,Permisi mau konfirmasi ini kenapa ya,permisi mau konfirmasi ini kenapa ya,"['permisi', 'mau', 'konfirmasi', 'ini', 'kenapa', 'ya']","['permisi', 'mau', 'konfirmasi', 'ini', 'kenapa', 'iya']","['permisi', 'konfirmasi', 'iya']","['permisi', 'konfirmasi', 'iya']",permisi konfirmasi iya,1
Tp tiba2 mati tidak ada internet,KD0568,Tp tiba mati tidak ada internet,tp tiba mati tidak ada internet,"['tp', 'tiba', 'mati', 'tidak', 'ada', 'internet']","['tapi', 'tiba', 'mati', 'tidak', 'ada', 'internet']","['mati', 'tidak', 'internet']","['mati', 'tidak', 'internet']",mati tidak internet,2
