message,kode_user,severity,severity_manual
Tp mulai kmren tetep gak bisa,KJ1442,0,3
Nomor BCA kan 10 digit,KT1888,0,1
Maaf saya bisa minta no VA untuk Bank BRI ya Terimakasih,KT0398,0,1
kemarin lancar banget kak tp tadi malem tbtb nama wifinya gaada,KI2804,0,3
nanti tiap bulannya bayar berapa kak?,KT1763,1,1
"belum bisa kak, yang nyala masih sama kayak gini",KI2804,1,2
sekarang lampu yang nyala persis kayak gini kak,KI2804,1,2
tapi disini ko gabisa ya kak😢,KI2804,0,2
"baik kakk, nanti kalau udah bisa sebelum jam 1 kita kabarin kak",KI2804,0,1
wifi nya kok tiba2 mati ya,KI2804,2,1
"modemnya mati kak, udah coba ngelepas adaptor nya trs di tancap kan lagi tp ga nyala juga",KI2804,1,1
nama wifi nya di liat dimana kak,KI2804,0,1
perlu di copot pasang lagi atau engga kak adaptor nya?,KI2804,1,1
Kira kira makan waktu jam brp ya,KJ1390,0,4
Baik nanti sy coba dl,KT1888,0,1
Kak tlong di respon dong  Mau aktifin kembali ini,KT1879,0,1
Tlg kasih WA tagihannya... Kok sy blm terima,"KI1033, KI1166",0,2
Bedanya apa sama yang ini?,,0,1
Sorean aja gimana mbk,KJ1442,0,2
Belum saya restart kak masih kerja,"KM2468, STKP0012",0,3
"Soalnya AQ masih kerja,",KJ1442,0,4
Kokk sering lemot y skrng,,2,4
Tlg tagihan sy bisa diposting ulang...,"KI1033, KI1166",1,1
"Layanan internet kami bermasalah : Dr.H . Ludi Wishnu Wardana, ST. SE. SPd. MM. Hp. 08123578267 D/a Perumahan La Tansa Cluster  Jl. Tirto Joyo No.30 Blok B5,  Merjosari, Kec. Lowokwaru, Kota Malang, Jawa Timur   65144","KI1033, KI1166",2,1
"Bisa dibantu untuk mengisi datanya terlebih dahulu untuk memastikan area tercover atau belum, Kak 😊  Alamat Pemasangan: Jl. Jambangan 2 No.57 RT : 07 / RW : 02, Kota Pasuruan Kelurahan: Purworejo Share location: https://maps.app.goo.gl/L12Acgp595cF3QQs6 Tahu Kapten Naratel darimana: Dari teman     Terima kasih 😊",,0,1
Yg alamat ini KI berapa,"KI1033, KI1166",0,4
Iya wes mbk. Sorean aja ya mb,KJ1442,0,1
K12161  Aan alfi,KI2161,0,1
Uda byr ya,KM0492,0,2
Iya kk. Trmksh,KD0568,0,1
"Kemaren ada beberapa anak magang ke rumah katanya ada prospek baru naratel.com di playstore, di situ di jelaskan ada fitur tambahan turbo, apane yg di turbo in, tambah oleng gini jaringan",,0,2
Mau ganti paket wifi,"KI3184, STKN0003, KN0626",1,1
"baik kak, terima kasih informasinya",STJT0013,0,3
Assalamualaikum selamat malam kak,,0,1
"Permisi min, ini modem wifi dengan ID pelanggan KI1586 indikatornya nya merah dan internetnya gabisa dipakai",,0,2
Kak apakah bisa pengajuan kembali ngge? Soalnya kami di dirugikan oleh sales provider lain terkait tepat waktunya pemasangan. Ini untuk kebutuhan kerja soalnya,KI3376,3,1
Pernah tapi lain tempat tinggal,KI3376,0,1
Trus blokir yg encik sma yg tanpa nama itu,KT2072,0,1
"Tapi saya minta tolong fal manual kak, soalnya terkendala device gak bisa downlod apk. Kapten Naratel",KI3376,0,1
Iya kak mau ganti paket yg 5 mbps aja kak,"KI3184, STKN0003, KN0626",1,1
"Kak, mohon dibantu mengisi data pemasangan terlebih dahulu untuk saya bantu daftarkan😊  Nama: M FAWAIDUL MUHARROM No. Telepon: 081917601604 Alamat Pemasangan: Jln. Perum Joyo Grand Blok X/ No. 159 Kel. Merjosari Kec. Lowokwaru Kelurahan: Merjosari Paket: 10 MBPS Foto KTP: Foto Tampak Depan Rumah: Tahu Kapten Naratel dari Mana: Sebelumnya Pernah Pakai namun Lain tempat tinggal  Terima kasih 😊",KI3376,1,2
Kode refeal yg mana ya,KT0398,0,2
"Sudah aman kak sekarang, terima kasih banyak kak🙏🏻",,0,2
Untuk wilayah porong Sidoarjo apakah bisa,,0,3
Untuk pemasangan bisa hari ini kan? Soalnya urgent untuk kebutuhan kerja🙏🏻,KI3376,0,4
Kl anak2 muda mungkin gampang sj aplikasi,KT0398,0,1
Kalau pakai ini apakah ada tanbahan tagihan ?,KM2000,1,3
Tolong blokir perangkat encik sma yg tidak ada namanya itu,KT2072,0,2
"tidak kak, sy pastikan dl tercover area nya, agar sy bisa merekomendasikan u/ berganti ke naratel🙏🏻",STJT0013,0,1
Kyaknya pembatasan itu tidak benar2 terbatas ya,KT2072,0,1
Kebetulan saya sedang di luar rumah ini,KI3376,0,1
Soalnya kami pake lelet skli,KT2072,2,2
Ini Isi awal lagi Trus mau byr gimana?,KT0398,0,1
Mksdnya kt2027 itu lihat dmna ya pak?,KT2072,0,1
"baik kak, terima kasih",STJT0013,0,2
"Coba pak, betul2 batasi dlu",KT2072,0,1
Mau izin konfirmasi untuk berhenti berlangganan,KJ1294,4,2
Bukan pemasangan baru,KI2853,0,3
Cb sy ikuti ini Berarti tanpa perlu isi daftar?,KT0398,0,1
Mau ganti dengan mbps lebih tinggi kak,KJ1294,0,1
Masih keluar info ini,KI2857,0,1
Soalnya di naratel kan cmn 20 ya mentok?,KJ1294,0,1
Mana yg sy klik selanjutnya?,KT0398,0,1
"Terus pas yg punya wifi mau masuk, trus masih ada perangkat lain yg tersambung bgmna",KT2072,1,1
Oalah mulai kapan itu,KJ1294,0,1
Itu lihatnya dmna pak,KT2072,0,1
"Blokir sja pak, merka itu scan",KT2072,0,1
Insyaallah sesuai kak. Pokoknya disesuaikan dengn alamat itu pasti cocok,KI3376,0,1
Mau berhenti aja kak,KJ1294,4,3
"Blokir yg 2 aja ya pak, itu",KT2072,0,1
Di mohon dengan sangat untuk pemasangan hari ini ngge🙏🏻🙏🏻🙏🏻,KI3376,0,2
Tidak ada kendala kk,"KI3184, STKN0003, KN0626",0,2
Sdh sukses byr mb Trmksh,KT0398,0,1
Pengajuan Berhenti Berlangganan Anda dapat diproses apabila melengkapi data berikut :  ID Pelanggan: KJ1294 Nama: Fungky Candra Alasan Berhenti Berlangganan: tidak sanggup bayar Jadwal Pengambilan Modem: ngikut admin Jam : 15.00 Sharelocation: Jalan tirto utomo gg3 no 10c  Segera isi form agar kami bisa memproses permohonan berhenti berlangganan Anda. Terima kasih telah mempercayakan kami untuk melayani Anda🙏,KJ1294,4,1
Coba sya cek dlu ya pak,KT2072,1,1
Pengajuan Berhenti Berlangganan Anda dapat diproses apabila melengkapi data berikut :  ID Pelanggan: KJ1294 Nama: Fungky Candra Alasan Berhenti Berlangganan: tidak sanggup bayar Jadwal Pengambilan Modem: 25 septmber admin Jam : 15.00 Sharelocation: Jalan tirto utomo gg3 no 10c  Segera isi form agar kami bisa memproses permohonan berhenti berlangganan Anda. Terima kasih telah mempercayakan kami untuk melayani Anda🙏,KJ1294,4,2
Selamat siang kka Maaf mengganggu .ini bagaimana mau bayar wifi kka,KT2054,1,1
Ini sudah connected tapi gak bisa dibuka youtube nya,STKN0016,0,1
Sy mau mitak bantuan pengantian paswod,KJ2052,0,1
Ok kak sudah bisa aktiv kembali. Makasih 🙏,KD0589,0,2
Nanti saya konfirmasi kak karena masih di kantor Terimakasih banyak ya 👍,JT1159,1,1
Kenapa macam slow respon sekali dari kemarin ya,KT1879,0,1
Ini dari tadi saya coba terus.,,0,4
Saya SDH melakukan pembayaran kak,KT1879,0,2
Sudah kak terimakasih atas bantuannya,JT1159,0,1
Ini wifi eror lagi yah,,0,1
"Maka dari min, saya saran untuk teknisisnya disuruh kesini untuk pengecekan",,0,1
"Cukup, terima kasih banyak🙏",KT2072,0,3
"Bisa dibantu untuk mengisi datanya terlebih dahulu untuk memastikan area tercover atau belum, Kak 😊  Alamat Pemasangan: Jl alun alun selatan   Kelurahan: kebonsari  Share location:   Tahu Kapten Naratel darimana: Instagram   Terima kasih 😊",,0,1
Ini saya mau pembayaran ke Indomaret,KP1118,0,1
Apakah ada biaya pemasangan kak,,0,4
Kak apakah bisa?,KI3376,0,1
ini saya pakek iOS..,KP1118,0,4
Oke gak pp,KP2252,0,3
Ini maksudnya yg gimana kak,,0,3
kemarin katanya belum bisa download,KP1118,0,1
Appstore gak ada,KP2273,0,2
Biaya paket nya berapa kak perbulan,,1,4
Kak mila Tamanharjo Singosari malang kak,,0,1
Untuk kodenya pakek apa ya?,KP1118,0,1
Va Indomaret ..,KP1118,0,1
Tiba-tiba hilang koneksi Internetnya,,0,2
Iya benar kak,KP1118,0,1
Dengan saya sendiri,KP1118,0,1
Ini wifi eror lagi yah,,0,1
Tiba-tiba hilang koneksi Internetnya,,0,1
"Alhamdulillah kak, kemaren memang konfrimasi njenengan di lokasi kami tercover",KI3376,0,2
"Alhamdulillah, sdh sy bayar lwt Indomaret","KI1913, KI3348, KI3350",1,1
Tapi saya belum mendowload kak..,KP1118,0,1
Dan pembatalan sudah kami ajukan dan sudah di ACC juga,KI3376,0,1
Njehh kak. Mohon dengan sangat🙏🏻🙏🏻,KI3376,0,1
Untuk biaya pemasangan gratis kan ngge? Awal hanya membayar bulanan saja ngge?,KI3376,0,1
Ini masuk ke aplikasi apa kak andri,KP2245,1,4
iya benar kak..,,0,1
kalau ingin ganti yg paket 30mbps syaratnya apa ya kak,,1,3
"Info hargax kak,,",,0,1
Nomor VA BCA: 1541200000 0000005967 ?,KM1486,0,2
Egge kak mau ganti sandi wifi nya,KP2245,0,2
"Pengajuan Berhenti Berlangganan Anda dapat diproses apabila melengkapi data berikut :  ID Pelanggan: KT0280 Nama: Mely Alasan Berhenti Berlangganan: upgrade kecepatan lebih besar Jadwal Pengambilan Modem: Sabtu, 27 September 2025 Jam: 16.00 Sharelocation: jl. Margo utomo dalam gg baru 2 (kost putri nawal)  Segera isi form agar kami bisa memproses permohonan berhenti berlangganan Anda. Terima kasih telah mempercayakan kami untuk melayani Anda🙏",KT0280,4,1
Iya kak benar,KJ2052,0,1
Ms waifi saya gk aktif. Bisa d kunjungi t,KM3000,0,1
*Natassya:* KJ1086 itu ya kak ID Pelanggannya jika dibutuhkan sewaktu waktu,,0,1
"Pagi kak, bisa di infokan tagihan saya, kok gk dikasih ya, sedangkan internet sudah mati? Tks",KI0975,1,4
"Mohon di permudah untuk pembayaran,",KI1483,0,3
Slalu trouble terus,KT1094,2,4
Sudah pembayaran kak..,KP1118,0,2
Gak ada yg pake android soalnya 🙏🏻,KP2273,0,4
"Saya tidak bisa mengirim  pembayaran dg VA, bagaimana kalo lewat tf BCA biasa?",KD1290,1,2
Trus gmana solusinya,KP2273,0,1
"Kami sebagai pelanggan kipinginya seperti dulu, ketika ada tagihan disertai no briva, kalau tidak bisa seperti itu dan pembayaran selalu berganti ganti monggo diputus saja🙏",KI1483,1,3
"Tidak mengerti ,karna biasanya anak saya yg bayar ,kalo pas di rumah",KD1290,1,2
Bisa tp skrg gk bisa lagi,KT1094,0,1
"Bentar lagi tak download aplikasinya, namanya apa aplikasinya, Naratel juga ya",,0,3
Ok makasih infonya,KD1290,0,2
"Di hp yang satunya bisa , di hp yang lain gakbisa kenapa yaa",JT0555,0,1
"Di betulin sama mas saya kak, Dan sudah melakukan proses pembayaran",KP1118,0,1
Ganti paswod (jumatberkah),KJ2052,0,3
Belum nyala kak,"KJ2224, KI1388",1,1
Yang di tlogomas,"KJ2224, KI1388",0,3
"Ijin tanya u aplikasi itu, saya akan coba daftar, ijin tanya apakah boleh pakai nama, email dan no hp saya, tapi ID nya tetap pakai yg lama, punya anakku",GJ0357,0,1
Hallo kak maaf terlambat pembayaran karna masih sdkit kesibukan  Kak apakah tgl sekarang masih bisa melakukan pembayaran tagihan Wi-Fi nya .,KI2832,2,1
Sudah kak skrg,JT0555,0,1
Minggu2 ini sering lemot,,2,1
Q gk faham ms. Pokok gk bisa aktif,KM3000,0,2
Bagaimana cara log in di tv ?,STKN0016,0,1
Knp tersambung tnpa internet,KM2665,0,1
Oohh baik kak. Makasi,GJ0357,0,3
Ya kak makasi,KJ2052,0,1
Tetep tidak bisa masuk katalog apk,"KM2760, KP0525",1,1
Ndak bisa pake modem yang dipake sekarang?,KD1285,0,4
"Kak, mohon dibantu mengisi data pemasangan terlebih dahulu untuk saya bantu daftarkan😊  Nama: Yonki Esa. N No. Telepon: 082232470250 Alamat Pemasangan: Jl. Cemara gang8 No.20, RT.003/RW.008  Kelurahan: Bugul Lor  Paket: 10mbps Foto KTP: nyusul Foto Tampak Depan Rumah: Tahu Kapten Naratel dari Mana: banner dijalan  Terima kasih 😊",KP2273,1,2
Apaka ada gangguan,KM2763,2,4
Lemot wif nya,KM2763,2,2
oh bgitu ya kak. yasudah nanti mungkin saya pasangkan id baru lagi buat lantai satunya. makasih informasinya kak 🙏🏻,"STKT0020, STKT0021",0,1
Oalahh kak ini ibu kos udah tdur modemnya di dalam. Bsok ajah 😃🤭🤦🏿‍♂️,,0,2
Mau melakukan pembayaran kak tapi karna terlambat apakah sd tdk bisa lagi yak kak melakukan pembayaran?,KI2832,2,2
Oh iya kak,"KI3184, STKN0003, KN0626",0,1
Lampu nya juga mati semua itu,"KJ2224, KI1388",2,3
"Benar sekali min, tetap",,0,2
Kok gak ada koneksi yaa?!,"KM0145, KM1809",0,1
Sudah di riset berulang2 gak bisa kak,"KJ2224, KI1388",0,1
"Mbak,mas mau tanya sandi wabsite wifi Rizky Dwi Ramadhani  soalnya lupa",KM2793,0,2
Alamat RT 7 RW 1 jl.margo Taruno ngegot gang 3 atas nama Achmad yusuf,KM2793,0,1
"Iyaaa,,,ini eror wifix",,0,2
Selamat siang mau tny sy sd coba bayar lewat aplikasi cm nggk bisa,KJ0657,1,3
Via mobile banking mandiri ke BRI,KJ0657,0,1
"An,Teguh Sukarno Adi",,0,3
Oh ok sy coba,KJ0657,0,3
Harus lewat aplikasi?,KI3378,0,1
"Nanti aja deh, HP saya pake iOS",KI3378,0,2
"Oalah pantasan kak. Buatin 9 atau gak 10 ajah kak kalau gtu, yg jauh2 itu bisa gak kak di blokir ajah gtu",,0,1
Sd kak  Makasih  🙏,KI2832,0,2
"Begini kak,, saya mau berhenti berlangganan..","JT0740, JT0741",4,2
Bisa dibantu untuk mengisi datanya terlebih dahulu Kak untuk proses pendaftrannya kak😊 Nama Lengkap: Achmad Sodiq No. Telepon: 08113609930 Alamat Lengkap Pemasangan: Vila Bukit Tidar A5/01 Merjosari Malang Status pemasangan dimana: Kelurahan: Merjosari  Pilih Paket: 15 Mbps Foto KTP: Foto Tampak Depan Rumah: Tahu Kapten Naratel dari Mana: Radio Terima kasih 😊,KI3378,1,2
"Bulanan ini saya bayar,, buat bulan depan saya udh berhenti..","JT0740, JT0741",4,2
Buat keduanya kak..,"JT0740, JT0741",0,1
"Ekonomi saya skrg lgi kritis kak,, buat biaya mkn dan sekolah anak saya aja kurang2 kak..","JT0740, JT0741",0,1
Mohon maaf sebelumnya atas permohonan saya ini..,"JT0740, JT0741",0,1
Klw bagi saya gangguan ataw lancar itu udah hal yg biasa bagi saya kak.. Buat makan aja skrg saya cukup2pan kak..,"JT0740, JT0741",2,4
"Yaaa saya mau brhenti tanggal 26 kak,, tolong dbantu kak..","JT0740, JT0741",0,1
Eh gimana cara daftarnya?,STKN0016,0,1
Kemarin kan udah,STKN0016,0,1
baik...terima kasih kak..🙏🏻🙏🏻,KJ2308,0,4
Yg ini blm ta bk,KD0443,0,1
Oke siap kak,KT0280,0,1
"Saya dapat info dari iklan, Ada paket apa saja?",,1,2
"Sama""... sbnrny sd sempat chat admin di aplikasi cm lebih cepat via WA hehe",KJ0657,1,3
Atas nama mukhamad fiqih jalan kenanga wirogunan,KM2763,0,4
Bentar yaa kak..,"JT0740, JT0741",0,1
Password-nya gk bs d buka soalnya lupa yg lama,KM2793,0,2
Kalau yg paket superstar kak??,,1,4
Ini yg lupa  Account : admin  Pasword:admin  Nah untuk loginnya anak sy lupa kata sandinya,KM2793,1,2
yang password admin itu pernah saya ganti terus lupa,KM2793,1,1
Pengajuan Berhenti Berlangganan Anda dapat diproses apabila melengkapi data berikut :  ID Pelanggan: JT 0740 dan JT 0741. Nama: JANUAR RIZAL. Alasan Berhenti Berlangganan: GAK KEBAYAR BULANAN. Jadwal Pengambilan Modem: 25 SEPTEMBER 2025. Jam: JAM 01.00 Sharelocation:  Segera isi form agar kami bisa memproses permohonan berhenti berlangganan Anda. Terima kasih telah mempercayakan kami untuk melayani Anda🙏,"JT0740, JT0741",4,2
Tf besok waktu ada teknisi,KP2273,1,1
kirimkan kode pembayaran wifi,KN0095,0,2
Oh beda ya?😁,STKN0016,0,4
Brarti link nya yg mana ya?,STKN0016,0,4
"Lokasi toko inaya shoes,, Yg dlingkar warna merah kak..","JT0740, JT0741",0,1
"Kira"" besok jam brp",KP2273,0,4
Didepan klinik bhumi medika kak..,"JT0740, JT0741",0,3
Klu pemasangan di kalirejo sukorejo ada ta pak,,0,4
Biasanua saya tf,JT0481,1,3
Trima kasih kak,KT1809,0,1
Halo siang kak Ini wifinya kok mati ya Lampunya juga gak nyala,KT1809,1,1
"Dear Sobat Kapten,  ID Pelanggan: KT1809 Nama: Suwandi Paket: 5 Mbps Jatuh Tempo: 16 September 2025 Total Tagihan: Rp 123.000 (sudah termasuk ppn dan biaya layanan) Nomor VA BCA: 1541200000 0000016496 (hanya dapat dibayar melalui rekening Bank BCA)  Note: 1. Jika membutuhkan metode pembayaran lain (Alfamart, Indomaret, atau bank lain), silakan instal aplikasi Kapten Naratel. 2. Per September 2025, seluruh notifikasi akan dikirimkan melalui aplikasi dan tidak lagi melalui WhatsApp. 3. Nomor VA BCA tetap tidak berubah setiap bulan.  Unduh aplikasi Kapten Naratel di Play Store:  https://play.google.com/store/apps/details?id=com.kaptennaratel.app  Panduan instalasi aplikasi:  https://youtube.com/shorts/pDNGBPZ0Avk  Panduan pembayaran melalui aplikasi:  https://youtube.com/shorts/NWGcaaD5_Eo?feature=share  Apabila mengalami kendala instalasi atau pembayaran,  silakan hubungi Customer Service Kapten Naratel ☎ +62 882-1202-2222  Terima kasih 🙏🏻",KT1809,1,1
"Sudah kak,, terimakasih kak..","JT0740, JT0741",0,1
"Aamiinn kak,, saya bingung mau ngpain lgi skrg kak.. 🙏🏿🙏🏿🙏🏿","JT0740, JT0741",0,3
Sy mau tanya untuk lokasi tirtasani estate apa bisa?,,0,1
Iya tapi kok gk bisa di buka,KN0095,0,1
Apa data saya gak masuk ya?,STKN0016,1,1
Ini kan benerin punya orang tua saya dia kesusahan kadang selalu login  terus klk masuk ke wifi nya kak,"KI3184, STKN0003, KN0626",1,4
Link nya yg mana ya ini ?,STKN0016,0,1
Brrti bulan ini gak usah dbayar yaa kak?,"JT0740, JT0741",0,1
Yg ini link nya?,STKN0016,0,2
Mau confirm kapten naratel ada aplikasi baru?,KD1601,0,1
yg ini ?,STKN0016,0,1
Ini share lock nya mbak,,0,1
Alat saya: kelurahan ngenep,,0,1
"Kalau setiap tagihan bulanan muncul no briva seperti ini kami akan lanjut, seandainya gk bisa monggo diputus saja 🙏",KI1483,1,1
Bisa kah kak .?,"KI3184, STKN0003, KN0626",0,4
"Sudah cukup kak, terimakasih",KT0280,0,1
Kak mau tanya klo pembayaran pake aplikasi ap bisa buat id lainnya,KJ0887,0,1
Bayar Wifi Naratel bln Oktober 25☝️,GJ0275,1,2
Kok saya dihubungi untuk pengenalan aplikasi,KP0437,0,2
Mau tnya pembayaran di aplikasi selain id sy ap bisa kak,KJ0887,0,4
Iya kak ini di pindahin aja ke reguler,"KI3184, STKN0003, KN0626",0,1
Nnt vanya dikirim kmn kak,KJ0887,0,4
Ini per 1 user sudah maksimal perangkat yg bisa terhubung kak?,KT1763,0,1
Baik kak terimakasih infonya,KJ0887,0,1
An Trias vivi,STKN0016,0,2
"Kakak minta bantu pasword sandi saya ya kak,kok gak masuk2 apa trobel ya kak",KM0773,0,1
"Okee,,makasih infox kak,,mohon maaf tanya² dulu ya 🙏",,0,3
"Ini ya kak, sudah masuk, terimakasih",,1,1
Met siang  Kapten...mhn info rekening kalo mo tranfer pembayaran  tagihan,"KI1162, KI1160",1,1
"Okee kak, makasih banyak infonya",KT1763,0,1
Mencari no e dr td gak ketemu,GI0133,0,2
D cek lewat nama ndakk bisa kahh,,1,1
Wkwkwk Kurang tahu Jarang stel yg Samsung. Seringnya pkai yg LG,KD0443,0,1
Bisa dibantu cek?,STKN0016,1,1
Apakah masih ada promo,,1,1
apakah perlu dikirim tanda bukti pembayarannya kesini,KI1750,1,1
Sya ndakk tau suaami tdk ada,,0,3
Kak mohon maaf mau tanya untuk sekarang proses pembayaran apa masih bisa melalui pak kusmiadi?,GJ0002,0,4
Kalo mo nambah daya wifi brp ya kak ..tambah 5 mpbs,"KI1162, KI1160",0,1
Malam jam brapa?,STKN0016,0,1
"Ya kak sudah,mksi....🙏🙏",KM0773,0,2
"Saya putri , alamat jalan mayjen Sungkono kota malang kk",,0,1
"Jl. Mayjen Sungkono No.82 Kav. 1, Wonokoyo, Kedungkandang, Malang City, East Java 65135",,0,2
"Mhn info dulu kak...pembayaranya tiap bulannya brp ????? Awal 10 mpbs mo nambah 5 jadi 15 mpbs.. Masalahnya sy dah pasang. 2 line ,lantai 1 dan lantai 2","KI1162, KI1160",1,2
Ia kk betul,,0,1
buat wa aja memanggil,KP2255,0,1
Ya ini mbak,JT0481,0,2
Bedanya sm kapten apa?,KI0840,0,2
"Siapp kak, terimakasih atas kerjasamnya🙏🏻🙏🏻",KI3376,0,2
Mba ..email yg sy masukkan utk mendaftar kenapa dikatakan tidak terdaftar ya,KT1217,0,1
Jika sudah diaktifkan sampai 15 mbps.  Berarti sudah habis ga da lagi paket turbo gratisnya,KM2554,1,1
Setau sy menggunakan diahlestari2016@gmail.com,KT1217,0,2
Tp knapa tdk bs ya,KT1217,0,3
"Ini info anak saya yang di Jepang, saya coba daftar Pakai no telpun saya dulu",GJ0357,0,3
"Mestinya pake nomer telepon umi bisa kayakny ya mi, soalnya sblm ke jepang udah disampaikan kalo pindah ke nomer umi",GJ0357,0,1
"Kata anak saya ini, sudah di ganti, sekarang kalau pemberitahuan ke no hp saya ini",GJ0357,0,2
Saya sudah daftar di aplikasi,GJ0357,0,1
Saya td nggak pakai ngetik ID ini,GJ0357,0,1
"Sebelah rumah udah kak , kalo jet laundry blm.. Untuk perbln nya brp ya kak.. Dan biaya pasang baru brp..",,1,3
Cash aja pada waktu pemasangan,STKN0016,0,1
Apa betul fiturnya begini?,GJ0357,0,1
"Bisa dibantu untuk mengisi datanya terlebih dahulu untuk memastikan area tercover atau belum, Kak 😊  Alamat Pemasangan: JL. Raya Mulyorejo no 17  Kelurahan: Mulyorejo  Share location:  Tahu Kapten Naratel darimana: Instagram  Terima kasih 😊",,0,1
"Kak, minta VA bri ya",KD0584,0,3
Sudah berhasil kak,GJ0357,0,3
Kak sudah cover area wagir belum ya?,,0,1
"Bisa dibantu untuk mengisi datanya terlebih dahulu untuk memastikan area tercover atau belum, Kak 😊  Alamat Pemasangan: perum new ruby land darungan  Kelurahan: mendalanwangi kec wagir kab malang Share location: Tahu Kapten Naratel darimana: IG    Terima kasih 😊",,0,1
Iyaa mbak Rafidah selamat siang ...🙏,,0,1
"Saya dapat info dari iklan, Ada paket apa saja?",,1,1
Mohon di cek,"KI3184, STKN0003, KN0626",1,1
Baik kak terimakasih,,0,2
"iya, tolong tanya promo atau paket yg ada?",,1,1
Kak yg ada di banner itu deket perumahan beda yah harga langganannya,,1,1
kalo buat 1 th ada promo/ disc kah?,,1,1
"Saya dapat info dari iklan, Ada Promo apa saja?",,1,1
Bisa minta list harganya kak?,,0,4
Yg ini harus beli modem ya kak,,0,2
Ganti apa aja,KM2793,0,3
"permisi kak... maaf mau tanya lagi🙏🏻, ini internetnya emang lagi lemot kah kak? karena biasanya ngga pernah lemot kak,, terima kasih🙏🏻 (ID pelanggan KI1521 & KI1486",,2,1
dua duanya kak🙏🏻,,0,3
di dua tempat yang berbeda kak,,0,2
Awalnya koneksi terbatas padahal yg memakai akses internet saat ini saya saja..setelah itu tidak dapat menyediakan koneksi internet..ini knp?,KP0933,0,1
kenapa wifi ny tdk ad internet,KP0060,0,1
Kemarin sy sdh bayar tp kog statusnya seperti itu ya kk d aplikasi,,1,1
slmt mlm kak,KI2236,0,2
Kalau ini di pinjami ya kak,,0,1
Apa wifi kalau tersambung untuk CCTV memang lebih lemot ya kak?,KI2906,2,3
Kak selamat siang,KI2906,0,4
Untuk paket superstar apakah ada biaya instalasi kak?,STKP0036,1,1
boleh minta nomer rekening?,KI2236,0,1
Saya mu Nayak no pembayaran atas nama JUMA ADI,KI2553,0,4
Punya saya yg ini kan kak,KI2906,0,1
Tapi barusan saya cek pake id pelanggan kok tidak ditemukan,KI2906,1,1
Jadi untuk smart tv nonton netflix solusinya bagaimana kalau pakai 30 mbps ?,KM2000,0,1
