id,kode_user,paket_satuan,status_log,lama_aktivasi
2455,KT1222,10 Mbps,y,13 bulan
2456,KM3939,5 Mbps,y,13 bulan
2457,KM3950,10 Mbps,y,13 bulan
2458,KM3953,5 Mbps,y,13 bulan
2459,KM3954,5 Mbps,n,13 bulan
2460,KT1225,10 Mbps,y,13 bulan
2461,KI2666,10 Mbps,y,13 bulan
2462,KD1038,5 Mbps,y,13 bulan
2463,KT1227,5 Mbps,y,13 bulan
2464,KM3957,5 Mbps,y,13 bulan
2465,KM3968,5 Mbps,y,13 bulan
2466,KM3970,5 Mbps,y,13 bulan
2467,KM3971,5 Mbps,y,13 bulan
2468,KM3967,5 Mbps,y,13 bulan
2469,KD1042,10 Mbps,y,13 bulan
2470,KM3976,5 Mbps,y,13 bulan
2471,KM3983,5 Mbps,n,13 bulan
2472,KI2671,10 Mbps,y,13 bulan
2473,KM3975,5 Mbps,y,13 bulan
2474,JT0441,5 Mbps,y,13 bulan
2475,KI2674,10 Mbps,y,13 bulan
2476,KD1047,10 Mbps,y,13 bulan
2477,KT1245,10 Mbps,y,13 bulan
2478,KT1246,10 Mbps,n,13 bulan
2479,KT1249,5 Mbps,y,13 bulan
2480,KD1052,5 Mbps,y,13 bulan
2481,KM4001,10 Mbps,y,13 bulan
2482,KD1058,10 Mbps,y,13 bulan
2483,KM4012,5 Mbps,y,13 bulan
2484,KM4011,5 Mbps,y,13 bulan
2485,KD1051,5 Mbps,y,13 bulan
2486,KM4013,5 Mbps,y,13 bulan
2487,KD1060,10 Mbps,y,13 bulan
2488,KM4018,5 Mbps,y,13 bulan
2489,JT0449,5 Mbps,y,13 bulan
2490,KP0006,5 Mbps,y,13 bulan
2491,KD1062,10 Mbps,y,13 bulan
2492,KP0011,15 Mbps,y,13 bulan
2493,KP0012,10 Mbps,y,13 bulan
2494,KP0004,5 Mbps,y,13 bulan
2495,KP0007,5 Mbps,y,12 bulan
2496,KT1255,10 Mbps,y,12 bulan
2497,KP0018,10 Mbps,y,12 bulan
2498,KT1258,10 Mbps,y,12 bulan
2499,KI2693,15 Mbps,y,12 bulan
2500,KI2691,10 Mbps,y,12 bulan
2501,KD1069,5 Mbps,y,12 bulan
2502,KT1259,5 Mbps,y,12 bulan
2503,KI2697,10 Mbps,y,12 bulan
2504,JT0453,10 Mbps,y,12 bulan
2505,KI2700,5 Mbps,y,12 bulan
2506,KD1072,10 Mbps,y,12 bulan
2507,KP0031,10 Mbps,y,12 bulan
2508,KP0019,5 Mbps,n,12 bulan
2509,KD1075,5 Mbps,y,12 bulan
2510,KP0035,5 Mbps,y,12 bulan
2511,KP0049,10 Mbps,l,12 bulan
2512,KT1267,10 Mbps,y,12 bulan
2513,KD1080,5 Mbps,y,12 bulan
2514,KP0060,5 Mbps,y,12 bulan
2515,KT1273,5 Mbps,y,12 bulan
2516,KT1274,10 Mbps,y,12 bulan
2517,KD1085,5 Mbps,y,12 bulan
2518,KP0067,5 Mbps,y,12 bulan
2519,KP0068,5 Mbps,y,12 bulan
2520,JT0460,10 Mbps,y,12 bulan
2521,KP0073,5 Mbps,y,12 bulan
2522,KP0077,5 Mbps,y,12 bulan
2523,KP0080,10 Mbps,y,12 bulan
2524,KP0084,10 Mbps,y,12 bulan
2525,JT0463,5 Mbps,y,12 bulan
2526,KP0086,10 Mbps,y,12 bulan
2527,KP0088,5 Mbps,y,12 bulan
2528,KP0094,5 Mbps,y,12 bulan
2529,KP0100,5 Mbps,n,12 bulan
2530,KP0104,10 Mbps,y,12 bulan
2531,KP0105,10 Mbps,y,12 bulan
2532,KP0110,5 Mbps,y,12 bulan
2533,KN0320,10 Mbps,y,12 bulan
2534,KN0321,10 Mbps,y,12 bulan
2535,KT1288,10 Mbps,y,12 bulan
2536,JT0465,10 Mbps,y,12 bulan
2537,KT1291,5 Mbps,n,12 bulan
2538,JT0466,10 Mbps,y,12 bulan
2539,KT1293,10 Mbps,y,12 bulan
2540,KP0122,5 Mbps,y,12 bulan
2541,KI2708,5 Mbps,y,12 bulan
2542,KP0108,5 Mbps,y,12 bulan
2543,KP0124,5 Mbps,y,12 bulan
2544,KP0127,5 Mbps,y,12 bulan
2545,KP0128,5 Mbps,y,12 bulan
2546,KP0129,5 Mbps,y,12 bulan
2547,KP0130,5 Mbps,y,12 bulan
2548,KD1100,5 Mbps,y,12 bulan
2549,KP0136,5 Mbps,y,12 bulan
2550,KP0139,5 Mbps,y,12 bulan
2551,KP0145,5 Mbps,y,12 bulan
2552,KP0151,5 Mbps,y,12 bulan
2553,KP0152,5 Mbps,y,12 bulan
2554,KP0158,6 Mbps,n,12 bulan
2555,JT0472,5 Mbps,n,12 bulan
2556,KD1110,5 Mbps,n,12 bulan
2557,KP0165,5 Mbps,n,12 bulan
2558,KP0168,5 Mbps,y,12 bulan
2559,KP0169,5 Mbps,y,12 bulan
2560,JT0473,5 Mbps,y,12 bulan
2561,KT1308,5 Mbps,n,12 bulan
2562,KT1310,10 Mbps,y,12 bulan
2563,KD1112,5 Mbps,y,12 bulan
2564,KT1311,10 Mbps,y,11 bulan
2565,KT1313,5 Mbps,y,12 bulan
2566,JT0474,5 Mbps,y,12 bulan
2567,JT0475,10 Mbps,y,12 bulan
2568,KP0180,5 Mbps,y,12 bulan
2569,KP0181,10 Mbps,y,12 bulan
2570,KP0182,10 Mbps,y,12 bulan
2571,KP0187,10 Mbps,g,
2572,KP0188,10 Mbps,n,12 bulan
2573,KI2722,10 Mbps,y,12 bulan
2574,KP0190,30 Mbps,n,12 bulan
2575,KP0196,5 Mbps,g,
2576,KP0197,5 Mbps,n,12 bulan
2577,KP0198,10 Mbps,y,12 bulan
2578,KP0200,5 Mbps,y,12 bulan
2579,KD1121,5 Mbps,g,
2580,KD1123,15 Mbps,y,12 bulan
2581,KT1317,15 Mbps,y,12 bulan
2582,KT1318,10 Mbps,y,12 bulan
2583,KP0208,10 Mbps,y,12 bulan
2584,JT0481,5 Mbps,n,12 bulan
2585,KP0218,5 Mbps,y,12 bulan
2586,JT0482,5 Mbps,y,12 bulan
2587,KP0219,10 Mbps,y,12 bulan
2588,KP0221,5 Mbps,y,11 bulan
2589,KP0226,5 Mbps,y,12 bulan
2590,KP0229,10 Mbps,y,12 bulan
2591,KP0230,10 Mbps,g,
2592,KT1329,5 Mbps,y,12 bulan
2593,KP0232,5 Mbps,y,12 bulan
2594,KP0234,5 Mbps,y,12 bulan
2595,KI2733,5 Mbps,n,12 bulan
2596,KP0238,5 Mbps,y,12 bulan
2597,KI2735,10 Mbps,y,12 bulan
2598,KD1131,5 Mbps,y,12 bulan
2599,KD1132,5 Mbps,y,12 bulan
2600,KP0240,5 Mbps,y,12 bulan
2601,KI2737,5 Mbps,y,12 bulan
2602,KN0331,10 Mbps,y,12 bulan
2603,KI2738,15 Mbps,g,
2604,KI2739,10 Mbps,y,12 bulan
2605,KD1134,5 Mbps,y,12 bulan
2606,JT0487,5 Mbps,n,12 bulan
2607,KD1136,10 Mbps,y,12 bulan
2608,KP0256,5 Mbps,y,12 bulan
2609,JT0489,5 Mbps,y,12 bulan
2610,JT0492,5 Mbps,y,12 bulan
2611,KI2745,5 Mbps,y,12 bulan
2612,KP0268,5 Mbps,y,12 bulan
2613,KP0269,5 Mbps,y,12 bulan
2614,JT0497,10 Mbps,y,12 bulan
2615,KD1142,5 Mbps,y,12 bulan
2616,KP0271,5 Mbps,y,12 bulan
2617,KP0273,5 Mbps,y,12 bulan
2618,KP0274,5 Mbps,y,12 bulan
2619,KP0281,10 Mbps,y,12 bulan
2620,KP0282,5 Mbps,n,12 bulan
2621,KN0337,5 Mbps,y,12 bulan
2622,JT0500,5 Mbps,y,12 bulan
2623,KI2755,5 Mbps,y,12 bulan
2624,JT0502,5 Mbps,g,
2625,KP0287,5 Mbps,y,12 bulan
2626,KT1352,10 Mbps,y,11 bulan
2627,KP0298,5 Mbps,y,11 bulan
2628,KT1356,5 Mbps,y,11 bulan
2629,KP0299,5 Mbps,y,11 bulan
2630,JT0505,15 Mbps,y,11 bulan
2631,KD1153,10 Mbps,y,11 bulan
2632,KP0301,10 Mbps,y,11 bulan
2633,KD1155,10 Mbps,n,11 bulan
2634,KP0302,5 Mbps,y,11 bulan
2635,JT0506,5 Mbps,y,11 bulan
2636,KT1357,5 Mbps,n,11 bulan
2637,KI2757,10 Mbps,y,11 bulan
2638,JT0507,5 Mbps,y,11 bulan
2639,JT0508,10 Mbps,y,11 bulan
2640,KI2758,15 Mbps,y,11 bulan
2641,KP0313,5 Mbps,y,11 bulan
2642,KT1359,10 Mbps,g,
2643,KI2760,10 Mbps,y,11 bulan
2644,JT0509,15 Mbps,y,11 bulan
2645,KP0314,5 Mbps,y,11 bulan
2646,KP0317,5 Mbps,y,11 bulan
2647,KI2761,5 Mbps,y,11 bulan
2648,KP0322,5 Mbps,y,11 bulan
2649,KI2762,5 Mbps,y,11 bulan
2650,KT1366,5 Mbps,y,11 bulan
2651,KD1161,5 Mbps,y,11 bulan
2652,KI2768,10 Mbps,y,11 bulan
2653,JT0513,6 Mbps,y,11 bulan
2654,KT1368,20 Mbps,y,11 bulan
2655,KP0333,10 Mbps,n,11 bulan
2656,KP0334,10 Mbps,y,11 bulan
2657,KT1369,15 Mbps,y,11 bulan
2658,KP0338,5 Mbps,y,11 bulan
2659,JT0515,5 Mbps,y,11 bulan
2660,KT1372,5 Mbps,y,11 bulan
2661,KN0347,5 Mbps,y,11 bulan
2662,KT1375,10 Mbps,y,11 bulan
2663,KP0345,5 Mbps,y,11 bulan
2664,KT1377,5 Mbps,y,11 bulan
2665,JT0518,10 Mbps,y,11 bulan
2666,KD1173,10 Mbps,y,11 bulan
2667,KT1379,10 Mbps,y,11 bulan
2668,KP0348,5 Mbps,y,11 bulan
2669,KP0349,10 Mbps,n,11 bulan
2670,KT1382,5 Mbps,y,11 bulan
2671,KP0350,5 Mbps,y,11 bulan
2672,KD1176,5 Mbps,y,11 bulan
2673,KI2775,20 Mbps,n,11 bulan
2674,KP0354,5 Mbps,y,11 bulan
2675,KD1178,20 Mbps,n,11 bulan
2676,KD1179,5 Mbps,y,11 bulan
2677,JT0525,10 Mbps,y,11 bulan
2678,JT0527,5 Mbps,y,11 bulan
2679,JT0528,5 Mbps,n,11 bulan
2680,KN0353,10 Mbps,y,11 bulan
2681,KP0364,5 Mbps,y,11 bulan
2682,KD1184,5 Mbps,y,11 bulan
2683,KN0355,10 Mbps,n,11 bulan
2684,KI2778,5 Mbps,y,11 bulan
2685,KP0373,5 Mbps,y,11 bulan
2686,KI2779,10 Mbps,y,11 bulan
2687,KI2780,10 Mbps,y,11 bulan
2688,KP0378,10 Mbps,y,11 bulan
2689,KP0380,5 Mbps,y,11 bulan
2690,KT1392,10 Mbps,y,11 bulan
2691,KP0384,5 Mbps,y,11 bulan
2692,KT1394,5 Mbps,y,11 bulan
2693,KN0357,15 Mbps,y,11 bulan
2694,KN0358,5 Mbps,y,11 bulan
2695,KT1396,5 Mbps,y,11 bulan
2696,KD1191,5 Mbps,y,11 bulan
2697,KP0387,5 Mbps,y,11 bulan
2698,KP0391,5 Mbps,y,11 bulan
2699,KP0393,10 Mbps,g,
2700,KP0395,5 Mbps,y,11 bulan
2701,KP0396,5 Mbps,y,11 bulan
2702,KI2784,10 Mbps,y,11 bulan
2703,KD1192,10 Mbps,y,11 bulan
2704,KN0362,5 Mbps,y,11 bulan
2705,KN0363,10 Mbps,y,11 bulan
2706,KP0406,5 Mbps,y,11 bulan
2707,JT0537,5 Mbps,y,11 bulan
2708,KP0414,5 Mbps,y,11 bulan
2709,KP0416,10 Mbps,y,11 bulan
2710,KP0417,5 Mbps,y,11 bulan
2711,KP0422,5 Mbps,g,
2712,KD1197,5 Mbps,n,11 bulan
2713,KT1406,10 Mbps,y,11 bulan
2714,KT1407,5 Mbps,y,11 bulan
2715,KP0425,5 Mbps,y,11 bulan
2716,KD1202,5 Mbps,y,11 bulan
2717,KI2789,15 Mbps,y,11 bulan
2718,KI2791,5 Mbps,g,
2719,KT1412,10 Mbps,y,11 bulan
2720,KP0437,10 Mbps,y,11 bulan
2721,KP0438,5 Mbps,n,11 bulan
2722,KP0439,10 Mbps,y,11 bulan
2723,KD1205,10 Mbps,y,11 bulan
2724,JT0541,5 Mbps,g,
2725,KT1416,5 Mbps,y,11 bulan
2726,KT1417,30 Mbps,y,11 bulan
2727,JT0542,10 Mbps,y,11 bulan
2728,KN0367,5 Mbps,y,11 bulan
2729,KT1420,11 Mbps,g,
2730,KI2798,11 Mbps,y,11 bulan
2731,EDJT0002,10 Mbps,y,11 bulan
2732,KP0449,5 Mbps,y,11 bulan
2733,EDJT0003,10 Mbps,y,11 bulan
2734,AT0003,15 Mbps,y,8 bulan
2735,KI2800,10 Mbps,y,11 bulan
2736,KD1216,5 Mbps,y,11 bulan
2737,KI2802,11 Mbps,y,11 bulan
2738,KP0463,10 Mbps,y,11 bulan
2739,JT0547,10 Mbps,y,10 bulan
2740,KI2804,5 Mbps,y,11 bulan
2741,KD1221,6 Mbps,y,11 bulan
2742,KD1223,5 Mbps,y,11 bulan
2743,KD1224,5 Mbps,y,11 bulan
2744,KT1430,10 Mbps,y,11 bulan
2745,JT0549,5 Mbps,y,11 bulan
2746,KD1229,10 Mbps,y,11 bulan
2747,KI2807,5 Mbps,y,11 bulan
2748,KP0478,5 Mbps,y,11 bulan
2749,JT0553,10 Mbps,y,11 bulan
2750,KP0482,6 Mbps,y,11 bulan
2751,JT0555,10 Mbps,y,11 bulan
2752,KN0377,10 Mbps,y,10 bulan
2753,KN0378,10 Mbps,y,10 bulan
2754,KP0487,5 Mbps,y,11 bulan
2755,KP0489,5 Mbps,y,11 bulan
2756,JT0557,5 Mbps,y,11 bulan
2757,KN0381,5 Mbps,y,10 bulan
2758,KN0382,10 Mbps,y,10 bulan
2759,KI2812,5 Mbps,y,11 bulan
2760,KP0499,5 Mbps,y,10 bulan
2761,KI2813,5 Mbps,y,11 bulan
2762,KT1442,10 Mbps,y,11 bulan
2763,JT0559,11 Mbps,y,10 bulan
2764,JT0560,5 Mbps,y,11 bulan
2765,KP0512,5 Mbps,y,10 bulan
2766,JT0564,5 Mbps,y,10 bulan
2767,KP0519,10 Mbps,n,10 bulan
2768,KT1449,5 Mbps,y,10 bulan
2769,JT0566,15 Mbps,y,10 bulan
2770,JT0567,5 Mbps,y,10 bulan
2771,KP0524,5 Mbps,y,10 bulan
2772,KP0525,5 Mbps,y,10 bulan
2773,JT0568,5 Mbps,y,10 bulan
2774,JT0569,5 Mbps,y,10 bulan
2775,KP0534,10 Mbps,y,10 bulan
2776,KI2820,10 Mbps,y,10 bulan
2777,KP0535,10 Mbps,y,10 bulan
2778,KI2821,10 Mbps,y,10 bulan
2779,KT1456,10 Mbps,y,10 bulan
2780,KI2822,5 Mbps,n,10 bulan
2781,KP0538,5 Mbps,y,10 bulan
2782,KP0540,10 Mbps,y,10 bulan
2783,JT0572,6 Mbps,y,10 bulan
2784,JT0574,10 Mbps,y,10 bulan
2785,JT0575,10 Mbps,y,10 bulan
2786,JT0576,10 Mbps,y,10 bulan
2787,JT0577,10 Mbps,y,10 bulan
2788,KP0548,5 Mbps,y,10 bulan
2789,KP0554,5 Mbps,y,10 bulan
2790,KT1458,15 Mbps,y,10 bulan
2791,KD1257,5 Mbps,y,10 bulan
2792,KD1258,10 Mbps,y,10 bulan
2793,KP0556,10 Mbps,y,10 bulan
2794,KP0558,5 Mbps,y,10 bulan
2795,JT0582,10 Mbps,y,10 bulan
2796,JT0583,10 Mbps,y,10 bulan
2797,JT0584,10 Mbps,y,10 bulan
2798,KI2827,10 Mbps,y,10 bulan
2799,KD1262,10 Mbps,y,10 bulan
2800,JT0588,10 Mbps,y,10 bulan
2801,KI2829,5 Mbps,y,10 bulan
2802,JT0591,10 Mbps,y,10 bulan
2803,JT0593,10 Mbps,y,10 bulan
2804,KD1271,10 Mbps,y,10 bulan
2805,KD1272,10 Mbps,n,10 bulan
2806,KP0586,5 Mbps,y,10 bulan
2807,KI2832,10 Mbps,y,10 bulan
2808,KP0591,10 Mbps,g,
2809,KP0595,5 Mbps,y,10 bulan
2810,KD1276,10 Mbps,y,10 bulan
2811,KP0600,11 Mbps,y,10 bulan
2812,KT1465,10 Mbps,y,10 bulan
2813,KP0607,5 Mbps,y,10 bulan
2814,KP0609,5 Mbps,y,10 bulan
2815,KD1277,5 Mbps,y,10 bulan
2816,KD1280,6 Mbps,y,10 bulan
2817,KP0611,5 Mbps,y,10 bulan
2818,KP0615,5 Mbps,y,10 bulan
2819,JT0600,5 Mbps,y,10 bulan
2820,KP0616,5 Mbps,y,10 bulan
2821,KD1282,10 Mbps,y,10 bulan
2822,KD1285,5 Mbps,y,10 bulan
2823,JT0604,11 Mbps,g,
2824,KP0628,5 Mbps,y,10 bulan
2825,KI2837,100 Mbps,y,10 bulan
2826,KP0629,10 Mbps,y,10 bulan
2827,JT0605,10 Mbps,y,10 bulan
2828,JT0607,10 Mbps,y,10 bulan
2829,KD1290,10 Mbps,y,10 bulan
2830,KT1474,15 Mbps,y,10 bulan
2831,KT1475,5 Mbps,y,10 bulan
2832,KI2839,10 Mbps,y,10 bulan
2833,JT0608,5 Mbps,y,10 bulan
2834,JT0610,10 Mbps,y,10 bulan
2835,JT0611,10 Mbps,y,10 bulan
2836,KT1476,5 Mbps,y,10 bulan
2837,KP0648,5 Mbps,n,10 bulan
2838,KT1477,10 Mbps,y,10 bulan
2839,KT1478,5 Mbps,y,10 bulan
2840,KI2841,10 Mbps,g,
2841,KT1479,5 Mbps,y,10 bulan
2842,KN0397,10 Mbps,y,10 bulan
2843,KI2844,5 Mbps,y,10 bulan
2844,KP0667,10 Mbps,y,10 bulan
2845,KP0668,5 Mbps,y,10 bulan
2846,JT0616,5 Mbps,g,
2847,KP0669,10 Mbps,y,10 bulan
2848,JT0617,5 Mbps,y,10 bulan
2849,JT0618,10 Mbps,y,10 bulan
2850,KP0672,5 Mbps,y,10 bulan
2851,KP0676,5 Mbps,y,10 bulan
2852,KP0678,10 Mbps,y,10 bulan
2853,KP0682,5 Mbps,y,10 bulan
2854,KD1306,5 Mbps,y,10 bulan
2855,KD1307,10 Mbps,y,10 bulan
2856,KP0687,5 Mbps,y,10 bulan
2857,KP0691,10 Mbps,y,10 bulan
2858,KP0692,5 Mbps,y,10 bulan
2859,KP0693,10 Mbps,y,10 bulan
2860,KP0696,5 Mbps,y,10 bulan
2861,KN0399,5 Mbps,y,10 bulan
2862,KP0699,5 Mbps,y,10 bulan
2863,KP0700,5 Mbps,y,10 bulan
2864,JT0623,5 Mbps,y,10 bulan
2865,KD1313,5 Mbps,y,10 bulan
2866,KP0708,5 Mbps,y,10 bulan
2867,JT0624,6 Mbps,y,10 bulan
2868,KI2850,5 Mbps,y,10 bulan
2869,KP0712,5 Mbps,y,10 bulan
2870,KD1314,5 Mbps,y,10 bulan
2871,KP0721,5 Mbps,n,10 bulan
2872,KI2853,5 Mbps,y,10 bulan
2873,KP0727,5 Mbps,y,10 bulan
2874,KP0730,15 Mbps,y,10 bulan
2875,KP0734,10 Mbps,y,10 bulan
2876,KI2857,10 Mbps,y,10 bulan
2877,KD1318,5 Mbps,y,10 bulan
2878,KP0737,10 Mbps,y,10 bulan
2879,KI2861,10 Mbps,y,10 bulan
2880,KP0740,5 Mbps,y,10 bulan
2881,KP0742,5 Mbps,y,10 bulan
2882,KP0744,10 Mbps,n,10 bulan
2883,KP0748,10 Mbps,y,10 bulan
2884,KP0750,5 Mbps,y,10 bulan
2885,KP0751,5 Mbps,y,10 bulan
2886,KT1507,5 Mbps,y,10 bulan
2887,KP0753,5 Mbps,y,10 bulan
2888,KP0756,5 Mbps,y,10 bulan
2889,KP0757,5 Mbps,y,10 bulan
2890,KP0759,5 Mbps,y,10 bulan
2891,KP0762,5 Mbps,y,10 bulan
2892,KP0763,5 Mbps,y,10 bulan
2893,KT1511,5 Mbps,y,10 bulan
2894,KI2867,10 Mbps,y,10 bulan
2895,KI2868,10 Mbps,y,10 bulan
2896,KP0767,5 Mbps,y,10 bulan
2897,KI2869,10 Mbps,g,
2898,KN0409,10 Mbps,y,10 bulan
2899,KN0410,10 Mbps,y,10 bulan
2900,KP0769,10 Mbps,y,10 bulan
2901,KI2871,5 Mbps,y,10 bulan
2902,JT0638,5 Mbps,y,10 bulan
2903,KP0774,20 Mbps,y,10 bulan
2904,KP0775,5 Mbps,y,10 bulan
2905,KI2872,6 Mbps,y,9 bulan
2906,KD1326,5 Mbps,y,10 bulan
2907,KN0412,5 Mbps,y,9 bulan
2908,KN0413,10 Mbps,y,10 bulan
2909,KP0777,5 Mbps,y,10 bulan
2910,KP0780,5 Mbps,y,10 bulan
2911,JT0640,10 Mbps,y,10 bulan
2912,KP0786,10 Mbps,y,10 bulan
2913,KD1327,5 Mbps,g,
2914,KD1328,5 Mbps,y,10 bulan
2915,KP0788,5 Mbps,y,10 bulan
2916,KD1329,5 Mbps,y,9 bulan
2917,KD1330,5 Mbps,y,9 bulan
2918,KP0792,10 Mbps,y,10 bulan
2919,KT1515,10 Mbps,y,10 bulan
2920,KT1517,5 Mbps,y,9 bulan
2921,KD1334,15 Mbps,y,9 bulan
2922,KT1519,15 Mbps,y,9 bulan
2923,KP0798,5 Mbps,y,9 bulan
2924,KP0799,6 Mbps,y,9 bulan
2925,KT1520,10 Mbps,y,9 bulan
2926,KI2880,5 Mbps,y,9 bulan
2927,KN0420,5 Mbps,y,9 bulan
2928,KD1336,10 Mbps,y,9 bulan
2929,KI2881,10 Mbps,y,9 bulan
2930,KP0806,5 Mbps,y,9 bulan
2931,JT0646,5 Mbps,y,9 bulan
2932,KP0810,6 Mbps,y,9 bulan
2933,KI2887,5 Mbps,y,9 bulan
2934,KP0816,5 Mbps,y,9 bulan
2935,KN0421,5 Mbps,n,9 bulan
2936,KT1525,5 Mbps,y,9 bulan
2937,KP0821,5 Mbps,y,9 bulan
2938,KI2895,10 Mbps,y,9 bulan
2939,KT1526,5 Mbps,y,9 bulan
2940,KI2897,5 Mbps,y,9 bulan
2941,KI2900,10 Mbps,y,9 bulan
2942,KT1527,5 Mbps,y,9 bulan
2943,KT1529,5 Mbps,y,9 bulan
2944,KD1348,11 Mbps,y,9 bulan
2945,JT0649,10 Mbps,y,9 bulan
2946,JT0652,10 Mbps,y,9 bulan
2947,KP0833,5 Mbps,y,9 bulan
2948,KI2903,5 Mbps,y,9 bulan
2949,KT1531,11 Mbps,n,9 bulan
2950,KP0836,5 Mbps,y,9 bulan
2951,KI2906,20 Mbps,y,9 bulan
2952,KI2907,5 Mbps,y,9 bulan
2953,KP0848,10 Mbps,y,9 bulan
2954,KT1533,5 Mbps,y,9 bulan
2955,KP0849,11 Mbps,y,9 bulan
2956,KP0850,5 Mbps,y,9 bulan
2957,KI2908,10 Mbps,y,9 bulan
2958,KP0862,5 Mbps,y,9 bulan
2959,KD1354,5 Mbps,y,9 bulan
2960,KP0872,5 Mbps,y,9 bulan
2961,KD1363,5 Mbps,y,9 bulan
2962,KP0878,5 Mbps,y,9 bulan
2963,KI2912,10 Mbps,y,9 bulan
2964,KP0881,5 Mbps,y,9 bulan
2965,KP0884,5 Mbps,n,9 bulan
2966,KI2915,5 Mbps,y,9 bulan
2967,KD1366,10 Mbps,y,9 bulan
2968,KP0894,5 Mbps,y,9 bulan
2969,KP0895,5 Mbps,y,9 bulan
2970,KP0898,5 Mbps,y,9 bulan
2971,JT0664,5 Mbps,n,9 bulan
2972,KP0902,10 Mbps,y,9 bulan
2973,KD1372,15 Mbps,y,9 bulan
2974,KD1375,11 Mbps,y,9 bulan
2975,KD1377,5 Mbps,y,9 bulan
2976,KP0907,5 Mbps,y,9 bulan
2977,KP0909,5 Mbps,y,9 bulan
2978,JT0667,5 Mbps,y,9 bulan
2979,KP0913,5 Mbps,n,9 bulan
2980,KD1379,10 Mbps,y,9 bulan
2981,KT1546,11 Mbps,y,9 bulan
2982,KP0916,15 Mbps,y,9 bulan
2983,JT0668,5 Mbps,y,9 bulan
2984,KP0919,15 Mbps,y,8 bulan
2985,KN0436,5 Mbps,y,9 bulan
2986,KP0924,5 Mbps,y,9 bulan
2987,KP0925,15 Mbps,y,9 bulan
2988,KP0926,5 Mbps,y,9 bulan
2989,JT0672,5 Mbps,n,9 bulan
2990,KD1386,6 Mbps,y,9 bulan
2991,KI2921,5 Mbps,y,9 bulan
2992,KT1549,5 Mbps,y,9 bulan
2993,KN0437,10 Mbps,g,
2994,KT1551,5 Mbps,y,9 bulan
2995,KP0933,5 Mbps,y,9 bulan
2996,KD1387,5 Mbps,y,9 bulan
2997,KT1555,10 Mbps,y,9 bulan
2998,KP0936,10 Mbps,y,9 bulan
2999,JT0677,11 Mbps,y,9 bulan
3000,JT0678,10 Mbps,g,
3001,JT0679,10 Mbps,y,9 bulan
3002,KT1558,10 Mbps,y,9 bulan
3003,KP0945,20 Mbps,g,
3004,KD1395,5 Mbps,y,9 bulan
3005,KT1559,5 Mbps,y,9 bulan
3006,KD1396,10 Mbps,p,
3007,KD1397,5 Mbps,n,9 bulan
3008,JT0681,5 Mbps,y,9 bulan
3009,JT0682,5 Mbps,y,9 bulan
3010,JT0683,5 Mbps,y,9 bulan
3011,KP0950,10 Mbps,n,9 bulan
3012,KP0951,5 Mbps,g,
3013,KP0956,10 Mbps,y,9 bulan
3014,KT1566,10 Mbps,y,9 bulan
3015,KP0959,5 Mbps,y,9 bulan
3016,KT1568,10 Mbps,y,9 bulan
3017,KN0440,5 Mbps,y,9 bulan
3018,JT0689,5 Mbps,y,9 bulan
3019,KP0964,5 Mbps,y,9 bulan
3020,KP0965,5 Mbps,y,9 bulan
3021,KT1571,10 Mbps,y,9 bulan
3022,KD1408,5 Mbps,y,9 bulan
3023,KT1574,10 Mbps,y,9 bulan
3024,KP0976,5 Mbps,y,9 bulan
3025,KP0979,5 Mbps,y,9 bulan
3026,KI2930,10 Mbps,y,9 bulan
3027,JT0694,10 Mbps,y,9 bulan
3028,KP0983,10 Mbps,y,9 bulan
3029,KT1577,10 Mbps,y,9 bulan
3030,KD1410,5 Mbps,y,9 bulan
3031,JT0696,5 Mbps,y,9 bulan
3032,KT1579,15 Mbps,g,
3033,KD1411,5 Mbps,y,9 bulan
3034,KT1581,10 Mbps,y,9 bulan
3035,KT1582,5 Mbps,y,8 bulan
3036,KP0992,5 Mbps,y,9 bulan
3037,KP1000,6 Mbps,y,9 bulan
3038,JT0697,5 Mbps,g,
3039,KP1002,5 Mbps,y,9 bulan
3040,KD1415,5 Mbps,y,9 bulan
3041,KD1416,5 Mbps,y,9 bulan
3042,KD1417,10 Mbps,y,9 bulan
3043,KD1418,10 Mbps,y,9 bulan
3044,JT0698,5 Mbps,y,9 bulan
3045,KP1006,5 Mbps,n,9 bulan
3046,KN0445,5 Mbps,y,9 bulan
3047,KP1009,5 Mbps,y,9 bulan
3048,KN0446,10 Mbps,y,8 bulan
3049,KP1014,5 Mbps,n,9 bulan
3050,KP1015,5 Mbps,n,9 bulan
3051,KP1016,5 Mbps,y,9 bulan
3052,KP1017,5 Mbps,y,8 bulan
3053,KP1018,30 Mbps,n,9 bulan
3054,KP1019,5 Mbps,y,9 bulan
3055,KP1021,10 Mbps,y,9 bulan
3056,KP1024,6 Mbps,y,9 bulan
3057,KD1424,10 Mbps,y,9 bulan
3058,KP1030,5 Mbps,y,9 bulan
3059,KP1031,5 Mbps,y,9 bulan
3060,KP1034,5 Mbps,y,9 bulan
3061,KP1036,5 Mbps,p,
3062,KP1037,10 Mbps,y,9 bulan
3063,KT1591,10 Mbps,y,9 bulan
3064,KP1042,5 Mbps,y,8 bulan
3065,KP1043,10 Mbps,y,8 bulan
3066,KP1047,5 Mbps,y,9 bulan
3067,KD1428,5 Mbps,y,9 bulan
