message,kode_user
"Saya sudah bilang gak punya VA BCA ,jadi kalau bayar di Alfamart bisa kan ??",JT0374
Trimah kasih atas info nya 🙏,JT0374
Sudah saya bayar,JT0734
Besok besok bikin va bni kalo gini kan jadi kenak admin,
Tolong di cek,GJ0357
Area Pucang indah,
yang dimaksud pembatasan gimana kakk?,
internet apakah ada gangguan/perbaikan?,
"Kak ini Wifi-nya ga bisa, knapa ya ?",JT1159
Sudah Terima kasih,STKN0016
Kak paket superstar itu apa?,KI0840
Bayar awal 300rb gitu ta kak?,KT1763
Pembayaran tagihan GI0042,GI0042
Maksudnya modem paket itu gimana kak?,KT1763
"Baik kak, ditunggu",JT1159
"Halo, dengan Salwa Customer Service Layanan Internet Kapten Naratel. Bisa dibantu untuk mengisi datanya terlebih dahulu untuk memastikan area tercover atau belum, Kak 😊  Alamat Pemasangan: Jl.utomorejo Gg.tenis no.9a Kelurahan: Sisir Share location (wajib isi) :  Tahu Kapten Naratel darimana: iklan facebook   Terima kasih 😊",
Masih perjalanan sepertinya 15menit yg lalu sudah konfirmasi,KP2273
Ganti ke ini,KD1285
Jl. Papa Biru No.76 https://share.google/XXr0HDKQWSeXXRBss,
"sudah sy cek semua, sudah ok kak",STJT0013
Selamat pagi kak Mau bertanya apakah daerah arjowinangun kota malang sudah tercover oleh kapten naratel?,
Masih gak bisa yg di tv,KI2857
Sudah di bayar ya kak,KT0905
"Halo, dengan Syarifa Customer Service Layanan Internet Kapten Naratel. Bisa dibantu untuk mengisi datanya terlebih dahulu untuk memastikan area tercover atau belum, Kak 😊  Alamat Pemasangan: Perum Puri Cempaka Putih 1 Blok N09  Kelurahan: Arjowinangun  Share location:   Tahu Kapten Naratel darimana: Media sosial  Terima kasih 😊",
"Siang KK,,naratel apaa trouble skrng",
Harus ada kode dari admin,KI2857
Kalo hp dari luar rumah gak langsung connect ya?,STKN0016
Kalo tv apa harus log in lagi setiap TV dihidupkan?,STKN0016
Kalau mau ganti layanan gimana nggih?,KD1285
Kelurahan kalirejo kecamatan sukorejo,
15412000000000008182  ( KI2174 ),"KI1629, KI2174, KI2424"
Sepertinya salah kirim kak 😬😬,
Oke nanti ya saya ke alfa,KP2252
Ini kak Kan saya masih bertanya ter-cover atau tidak area perumahan saya Tetapi d kirim konfirmasi pembayaran 🙏🏻,
Untuk internet tv bisa juga ya ?,KM2000
Pembayaran via App. Kapten Naratel rumit berbelit2 prosedurnya.  Di HP sdh terlalu banyak Appllkasi.  Informasi sebelumnya dari Customer Service Kapten Naratel bhw khusus utk pembayaran melalui VA BCA tidak ada perubahan tiap bulannya. Mhn infonya.🙏,KD1612
VA BCA mb.,KD1612
Jadi jl papa biru belum tercover ya... Klo daerah jl papa2 apakah ada yg tercover?,
Baik terimakasih informasinya kak 🙏🏻,
Mulai dri kmarn sblom tgl 21 udh tf k bca kok gk bsa... Umpma mintk rek bank yg lain bsa p gak...,KI2161
Pasang naratel bisa kapan,KI3378
oke baik min,
Berhasil. Trmkasih mb.👍🙏,KD1612
Mbk.aq sudah bayar wifi 2 hari yg lalu.,KJ1442
Apa sudah bisa memasang di daerah saya.?,
"Saya dapat info dari iklan, Ada Promo apa saja?",
Ini bukti oembayarnya,KJ1442
Pembayarannya.. Gimana ini mbk,KJ1442
TPI Wifi-nya kok gak bisa nyala . Knapa,KJ1442
Tlong di cek mbk,KJ1442
sudah terhubung kembali,KJ2308
Tak telp wae mbk. Brpa nomor yg bisa d telp,KJ1442
Info promo untuk pemasangan wilayah pasuruan?,
Apakah ada no seles dipasuruan?,
Yawes. Samean cek knpa. Kok gak bisa,KJ1442
Cepet mbk ya.. soalnya kita konsumen bayarnya tepat waktu tp wifi kok malah ngadat,KJ1442
Ya wes bayar tunai saat pemasangan makasih ya sebelumya,KP2252
Sistem pembayarannya jdi rumit.,KJ1442
"Utk pembayaran bln berikutnya tetap melalui VA BCA ya mb. Simpel, praktis dan cepat. 👍🙏",KD1612
Pasuruan kabupaten apakah bisa,
Iyaa merah mb,KJ1442
Kmren sudah slrestart,KJ1442
"selamat siang, bukti down 5 mbps KJ2338, mohon di cek","GJ0333, KJ0477, KJ2338"
Tp mulai kmren tetep gak bisa,KJ1442
Nomor BCA kan 10 digit,KT1888
Maaf saya bisa minta no VA untuk Bank BRI ya Terimakasih,KT0398
kemarin lancar banget kak tp tadi malem tbtb nama wifinya gaada,KI2804
nanti tiap bulannya bayar berapa kak?,KT1763
halo kak saya udah melakukan payment,KI2804
ngga muncul kaa,KI2804
"belum bisa kak, yang nyala masih sama kayak gini",KI2804
sekarang lampu yang nyala persis kayak gini kak,KI2804
tapi disini ko gabisa ya kak😢,KI2804
"baik kakk, nanti kalau udah bisa sebelum jam 1 kita kabarin kak",KI2804
untuk perbaikan di lokasi apakah ada fee tambahan ya kak?,KI2804
selamat malam kak,KI2804
wifi nya kok tiba2 mati ya,KI2804
"modemnya mati kak, udah coba ngelepas adaptor nya trs di tancap kan lagi tp ga nyala juga",KI2804
nama wifi nya di liat dimana kak,KI2804
perlu di copot pasang lagi atau engga kak adaptor nya?,KI2804
Kira kira makan waktu jam brp ya,KJ1390
Baik nanti sy coba dl,KT1888
Kak tlong di respon dong  Mau aktifin kembali ini,KT1879
Tlg kasih WA tagihannya... Kok sy blm terima,"KI1033, KI1166"
Bedanya apa sama yang ini?,
Sorean aja gimana mbk,KJ1442
Belum saya restart kak masih kerja,"KM2468, STKP0012"
"Soalnya AQ masih kerja,",KJ1442
TPI ada anakku kok MB drumah. Jam brpa e mbk?.,KJ1442
Kokk sering lemot y skrng,
Tlg tagihan sy bisa diposting ulang...,"KI1033, KI1166"
"Layanan internet kami bermasalah : Dr.H . Ludi Wishnu Wardana, ST. SE. SPd. MM. Hp. 08123578267 D/a Perumahan La Tansa Cluster  Jl. Tirto Joyo No.30 Blok B5,  Merjosari, Kec. Lowokwaru, Kota Malang, Jawa Timur   65144","KI1033, KI1166"
"Bisa dibantu untuk mengisi datanya terlebih dahulu untuk memastikan area tercover atau belum, Kak 😊  Alamat Pemasangan: Jl. Jambangan 2 No.57 RT : 07 / RW : 02, Kota Pasuruan Kelurahan: Purworejo Share location: https://maps.app.goo.gl/L12Acgp595cF3QQs6 Tahu Kapten Naratel darimana: Dari teman     Terima kasih 😊",
Yg alamat ini KI berapa,"KI1033, KI1166"
Iya wes mbk. Sorean aja ya mb,KJ1442
K12161  Aan alfi,KI2161
Uda byr ya,KM0492
Iya kk. Trmksh,KD0568
Siap kak terimakasih Ditunggu kabar baiknya 🙏,JT1159
Kak internet saya dr semalam tidak bisa digunakan,KM0793
Di modem hanya wps yg menyala merah,KM0793
"KI1033 : perum latansa Blok B5 KI1166 : Tanpa Kost, merjosari","KI1033, KI1166"
Ok baik ditunggu kabarnya,KP2273
"Kemaren ada beberapa anak magang ke rumah katanya ada prospek baru naratel.com di playstore, di situ di jelaskan ada fitur tambahan turbo, apane yg di turbo in, tambah oleng gini jaringan",
Tetep nggak bisa sudah aku cobak BOLAK BALEK,
Mau ganti paket wifi,"KI3184, STKN0003, KN0626"
"baik kak, terima kasih informasinya",STJT0013
Assalamualaikum selamat malam kak,
"Permisi min, ini modem wifi dengan ID pelanggan KI1586 indikatornya nya merah dan internetnya gabisa dipakai",
Saat byrnya gimana?,KT0398
"Maaf, KI1521 maksud saya min",
"sy sudah berlangganan kak, ini sy mau merekomendasikan ke saudara sy kak🍨",STJT0013
Selamat pagi kak,KI3376
Kak apakah bisa pengajuan kembali ngge? Soalnya kami di dirugikan oleh sales provider lain terkait tepat waktunya pemasangan. Ini untuk kebutuhan kerja soalnya,KI3376
Kira kira apakah bisa pengajuan pemasangan kembali ya?,KI3376
Wifi kok sering trobel ya belakangan ini knpa ?,KP1669
"Masih belum pemasangan kak, pihak sana tidak sesuai kesepakatan",KI3376
Pernah tapi lain tempat tinggal,KI3376
Trus blokir yg encik sma yg tanpa nama itu,KT2072
"Tapi saya minta tolong fal manual kak, soalnya terkendala device gak bisa downlod apk. Kapten Naratel",KI3376
Iya kak mau ganti paket yg 5 mbps aja kak,"KI3184, STKN0003, KN0626"
"Kak, mohon dibantu mengisi data pemasangan terlebih dahulu untuk saya bantu daftarkan😊  Nama: M FAWAIDUL MUHARROM No. Telepon: 081917601604 Alamat Pemasangan: Jln. Perum Joyo Grand Blok X/ No. 159 Kel. Merjosari Kec. Lowokwaru Kelurahan: Merjosari Paket: 10 MBPS Foto KTP: Foto Tampak Depan Rumah: Tahu Kapten Naratel dari Mana: Sebelumnya Pernah Pakai namun Lain tempat tinggal  Terima kasih 😊",KI3376
"izin min, tetap sama",
Kode refeal yg mana ya,KT0398
"Sudah aman kak sekarang, terima kasih banyak kak🙏🏻",
Bulanan Sy bingung ini sdh masuk Seperti daftar awal,KT0398
Untuk wilayah porong Sidoarjo apakah bisa,
Untuk pemasangan bisa hari ini kan? Soalnya urgent untuk kebutuhan kerja🙏🏻,KI3376
Sya sdah batasi 8 orng tapi knpa masih ada yg bisa masuk?,KT2072
Kl anak2 muda mungkin gampang sj aplikasi,KT0398
Kalau pakai ini apakah ada tanbahan tagihan ?,KM2000
Tolong blokir perangkat encik sma yg tidak ada namanya itu,KT2072
Kenapa sulit gini Padahal mau bayar,KT0398
"tidak kak, sy pastikan dl tercover area nya, agar sy bisa merekomendasikan u/ berganti ke naratel🙏🏻",STJT0013
Kyaknya pembatasan itu tidak benar2 terbatas ya,KT2072
Kebetulan saya sedang di luar rumah ini,KI3376
Soalnya kami pake lelet skli,KT2072
Ini Isi awal lagi Trus mau byr gimana?,KT0398
Mksdnya kt2027 itu lihat dmna ya pak?,KT2072
"baik kak, terima kasih",STJT0013
Saya td ngijutu langkah dr awal Sampai disuruh daftar lg seperti awal,KT0398
"Coba pak, betul2 batasi dlu",KT2072
Mau izin konfirmasi untuk berhenti berlangganan,KJ1294
Bukan pemasangan baru,KI2853
Cb sy ikuti ini Berarti tanpa perlu isi daftar?,KT0398
Mau ganti dengan mbps lebih tinggi kak,KJ1294
Min saya coba jelaskan ya,
Masih keluar info ini,KI2857
Soalnya di naratel kan cmn 20 ya mentok?,KJ1294
Mana yg sy klik selanjutnya?,KT0398
"Terus pas yg punya wifi mau masuk, trus masih ada perangkat lain yg tersambung bgmna",KT2072
Oalah mulai kapan itu,KJ1294
Slamat siang kak,KJ2052
Itu lihatnya dmna pak,KT2072
"Blokir sja pak, merka itu scan",KT2072
Insyaallah sesuai kak. Pokoknya disesuaikan dengn alamat itu pasti cocok,KI3376
RT. 02/RW 08,KI3376
Mau berhenti aja kak,KJ1294
"Blokir yg 2 aja ya pak, itu",KT2072
Di mohon dengan sangat untuk pemasangan hari ini ngge🙏🏻🙏🏻🙏🏻,KI3376
Tidak ada kendala kk,"KI3184, STKN0003, KN0626"
Sdh sukses byr mb Trmksh,KT0398
Baik terima kasih pak,KT2072
Pengajuan Berhenti Berlangganan Anda dapat diproses apabila melengkapi data berikut :  ID Pelanggan: KJ1294 Nama: Fungky Candra Alasan Berhenti Berlangganan: tidak sanggup bayar Jadwal Pengambilan Modem: ngikut admin Jam : 15.00 Sharelocation: Jalan tirto utomo gg3 no 10c  Segera isi form agar kami bisa memproses permohonan berhenti berlangganan Anda. Terima kasih telah mempercayakan kami untuk melayani Anda🙏,KJ1294
Coba sya cek dlu ya pak,KT2072
Pengajuan Berhenti Berlangganan Anda dapat diproses apabila melengkapi data berikut :  ID Pelanggan: KJ1294 Nama: Fungky Candra Alasan Berhenti Berlangganan: tidak sanggup bayar Jadwal Pengambilan Modem: 25 septmber admin Jam : 15.00 Sharelocation: Jalan tirto utomo gg3 no 10c  Segera isi form agar kami bisa memproses permohonan berhenti berlangganan Anda. Terima kasih telah mempercayakan kami untuk melayani Anda🙏,KJ1294
Selamat siang kka Maaf mengganggu .ini bagaimana mau bayar wifi kka,KT2054
"Oke, terima kasih pak",KT2072
Ini sudah connected tapi gak bisa dibuka youtube nya,STKN0016
Sy mau mitak bantuan pengantian paswod,KJ2052
Ok kak sudah bisa aktiv kembali. Makasih 🙏,KD0589
Nanti saya konfirmasi kak karena masih di kantor Terimakasih banyak ya 👍,JT1159
Kenapa macam slow respon sekali dari kemarin ya,KT1879
Ini dari tadi saya coba terus.,
Saya SDH melakukan pembayaran kak,KT1879
Sudah kak terimakasih atas bantuannya,JT1159
Ini di briva ya kak?,KT1879
"Halo kak, mau tanya terkait pemasangan wifi",
Ini wifi eror lagi yah,
"Jadi intinya itu gini min, di kost saya ini ad 4 modem yang dimana modem utamanya itu di tengah ruang tamu. Nah ada salah satu modem yang kalu di colok itu dia mempengaruhi sistem modem lain kenapaa saya bilang begini? ya karena saya pernah cabut modem di bawahnya dan jaringan memang stabil",
"Tlg arahannya.  Barusan sy bayar tagihan. Tapi kok tidak semudah dulu.   Sy hny pny BSI. Sdh install aplikasi naratel dan buat VA di Indomaret, tp kt petugas indomaret kok g bisa. Bisanya pake winpay.  Tlg arahan yg memudahkan.","KI1913, KI3348, KI3350"
"Maka dari min, saya saran untuk teknisisnya disuruh kesini untuk pengecekan",
"Bisa minta kode bayar? Jika masih bisa dilanjutkan.. Saya mengajukan downgrade ke 5Mbps.. Soale rumah kosong, dikontrakkan blm laku..",KM0399
"Cukup, terima kasih banyak🙏",KT2072
Assalamu'alaikum selamat pagi kak verdina...  Saya mau tanya kak gimana caranya ganti sandi wifi nya Egge,KP2245
"Bisa dibantu untuk mengisi datanya terlebih dahulu untuk memastikan area tercover atau belum, Kak 😊  Alamat Pemasangan: Jl alun alun selatan   Kelurahan: kebonsari  Share location:   Tahu Kapten Naratel darimana: Instagram   Terima kasih 😊",
Ini saya mau pembayaran ke Indomaret,KP1118
Apakah ada biaya pemasangan kak,
Iya kak maksih,"KI3184, STKN0003, KN0626"
Kak apakah bisa?,KI3376
ini saya pakek iOS..,KP1118
Oke gak pp,KP2252
Ini maksudnya yg gimana kak,
kemarin katanya belum bisa download,KP1118
Saya mau pembayaran via Indomaret,KP1118
Appstore gak ada,KP2273
Biaya paket nya berapa kak perbulan,
Kak mila Tamanharjo Singosari malang kak,
Untuk kodenya pakek apa ya?,KP1118
Va Indomaret ..,KP1118
Tiba-tiba hilang koneksi Internetnya,
Terima kasih arahannya,"KI1913, KI3348, KI3350"
Iya benar kak,KP1118
Dengan saya sendiri,KP1118
Ini wifi eror lagi yah,
Tiba-tiba hilang koneksi Internetnya,
"Tolong di bikin batas pemakaian nya cukup 9 orang yah kak. Ini ngelag banget, mana hilang muncul koneksi internet nya",
"Alhamdulillah kak, kemaren memang konfrimasi njenengan di lokasi kami tercover",KI3376
"Alhamdulillah, sdh sy bayar lwt Indomaret","KI1913, KI3348, KI3350"
Tapi saya belum mendowload kak..,KP1118
"Tidak kak, sampai tahap pemasangan saja masih belum",KI3376
Dan pembatalan sudah kami ajukan dan sudah di ACC juga,KI3376
Njehh kak. Mohon dengan sangat🙏🏻🙏🏻,KI3376
Pembayaran cara ke-3,KI3376
Untuk biaya pemasangan gratis kan ngge? Awal hanya membayar bulanan saja ngge?,KI3376
Ngge benar kak,KI3376
Cukup insya Alloh,"KI1913, KI3348, KI3350"
Ini masuk ke aplikasi apa kak andri,KP2245
iya benar kak..,
kalau ingin ganti yg paket 30mbps syaratnya apa ya kak,
"Info hargax kak,,",
Nomor VA BCA: 1541200000 0000005967 ?,KM1486
Egge kak mau ganti sandi wifi nya,KP2245
"Pengajuan Berhenti Berlangganan Anda dapat diproses apabila melengkapi data berikut :  ID Pelanggan: KT0280 Nama: Mely Alasan Berhenti Berlangganan: upgrade kecepatan lebih besar Jadwal Pengambilan Modem: Sabtu, 27 September 2025 Jam: 16.00 Sharelocation: jl. Margo utomo dalam gg baru 2 (kost putri nawal)  Segera isi form agar kami bisa memproses permohonan berhenti berlangganan Anda. Terima kasih telah mempercayakan kami untuk melayani Anda🙏",KT0280
Iya kak benar,KJ2052
Ms waifi saya gk aktif. Bisa d kunjungi t,KM3000
*Natassya:* KJ1086 itu ya kak ID Pelanggannya jika dibutuhkan sewaktu waktu,
"Pagi kak, bisa di infokan tagihan saya, kok gk dikasih ya, sedangkan internet sudah mati? Tks",KI0975
"Mohon di permudah untuk pembayaran,",KI1483
Slalu trouble terus,KT1094
Mau mintak tolong di gantikan kak,KJ2052
Sudah pembayaran kak..,KP1118
Gak ada yg pake android soalnya 🙏🏻,KP2273
Kami tunggu kak🙏🏻🙏🏻,KI3376
Sdh tapi masih tetap muncul gitu terus,KI2857
"Saya tidak bisa mengirim  pembayaran dg VA, bagaimana kalo lewat tf BCA biasa?",KD1290
Trus gmana solusinya,KP2273
"Kami sebagai pelanggan kipinginya seperti dulu, ketika ada tagihan disertai no briva, kalau tidak bisa seperti itu dan pembayaran selalu berganti ganti monggo diputus saja🙏",KI1483
Tiap hari bisa 3 kali cabut trus pasang lagi,KT1094
"Tidak mengerti ,karna biasanya anak saya yg bayar ,kalo pas di rumah",KD1290
Bisa tp skrg gk bisa lagi,KT1094
Min mau komplain,
Ini wifinya kenapa kok putus nyambung yaaa,JT0555
"Bentar lagi tak download aplikasinya, namanya apa aplikasinya, Naratel juga ya",
Ok makasih infonya,KD1290
"Di hp yang satunya bisa , di hp yang lain gakbisa kenapa yaa",JT0555
"Di betulin sama mas saya kak, Dan sudah melakukan proses pembayaran",KP1118
Ganti paswod (jumatberkah),KJ2052
Belum nyala kak,"KJ2224, KI1388"
Yang di tlogomas,"KJ2224, KI1388"
"Ijin tanya u aplikasi itu, saya akan coba daftar, ijin tanya apakah boleh pakai nama, email dan no hp saya, tapi ID nya tetap pakai yg lama, punya anakku",GJ0357
Hallo kak maaf terlambat pembayaran karna masih sdkit kesibukan  Kak apakah tgl sekarang masih bisa melakukan pembayaran tagihan Wi-Fi nya .,KI2832
Sudah kak skrg,JT0555
Minggu2 ini sering lemot,
Q gk faham ms. Pokok gk bisa aktif,KM3000
Bagaimana cara log in di tv ?,STKN0016
Knp tersambung tnpa internet,KM2665
Oohh baik kak. Makasi,GJ0357
Ya kak makasi,KJ2052
Tetep tidak bisa masuk katalog apk,"KM2760, KP0525"
Ndak bisa pake modem yang dipake sekarang?,KD1285
"Kak, mohon dibantu mengisi data pemasangan terlebih dahulu untuk saya bantu daftarkan😊  Nama: Yonki Esa. N No. Telepon: 082232470250 Alamat Pemasangan: Jl. Cemara gang8 No.20, RT.003/RW.008  Kelurahan: Bugul Lor  Paket: 10mbps Foto KTP: nyusul Foto Tampak Depan Rumah: Tahu Kapten Naratel dari Mana: banner dijalan  Terima kasih 😊",KP2273
Klu pake wifi my rep bisa masuk...,"KM2760, KP0525"
Apaka ada gangguan,KM2763
Lemot wif nya,KM2763
oh bgitu ya kak. yasudah nanti mungkin saya pasangkan id baru lagi buat lantai satunya. makasih informasinya kak 🙏🏻,"STKT0020, STKT0021"
Besok bisa pasang ta,KP2273
Oalahh kak ini ibu kos udah tdur modemnya di dalam. Bsok ajah 😃🤭🤦🏿‍♂️,
Mau melakukan pembayaran kak tapi karna terlambat apakah sd tdk bisa lagi yak kak melakukan pembayaran?,KI2832
Oh iya kak,"KI3184, STKN0003, KN0626"
Lampu nya juga mati semua itu,"KJ2224, KI1388"
"Benar sekali min, tetap",
Maksudnya saya sd telat beberapa hari pembayaran apakah masih bisa melakukan pembayaran?   Dan tadi juga saya mengikuti panduan yg di arahkan untuk mendownload aplikasi kapten naratel dan coba untuk melakukan pembayaran tapi di situ total tagihan nya cuman 0,KI2832
Kok gak ada koneksi yaa?!,"KM0145, KM1809"
Sudah di riset berulang2 gak bisa kak,"KJ2224, KI1388"
"Mbak,mas mau tanya sandi wabsite wifi Rizky Dwi Ramadhani  soalnya lupa",KM2793
Ini gmnaa kak. Pantasan nga lag,
Alamat RT 7 RW 1 jl.margo Taruno ngegot gang 3 atas nama Achmad yusuf,KM2793
"Iyaaa,,,ini eror wifix",
Selamat siang mau tny sy sd coba bayar lewat aplikasi cm nggk bisa,KJ0657
Via mobile banking mandiri ke BRI,KJ0657
"An,Teguh Sukarno Adi",
Segera d cekk y mb,
Oh ok sy coba,KJ0657
Ini pasword admin ini yg lupa jd anak sy gk bisa buka,KM2793
Harus lewat aplikasi?,KI3378
"Nanti aja deh, HP saya pake iOS",KI3378
Yg sy tandai ini yg lupa gk bs buka,KM2793
"Oalah pantasan kak. Buatin 9 atau gak 10 ajah kak kalau gtu, yg jauh2 itu bisa gak kak di blokir ajah gtu",
Sd kak  Makasih  🙏,KI2832
"Begini kak,, saya mau berhenti berlangganan..","JT0740, JT0741"
Bisa dibantu untuk mengisi datanya terlebih dahulu Kak untuk proses pendaftrannya kak😊 Nama Lengkap: Achmad Sodiq No. Telepon: 08113609930 Alamat Lengkap Pemasangan: Vila Bukit Tidar A5/01 Merjosari Malang Status pemasangan dimana: Kelurahan: Merjosari  Pilih Paket: 15 Mbps Foto KTP: Foto Tampak Depan Rumah: Tahu Kapten Naratel dari Mana: Radio Terima kasih 😊,KI3378
"Bulanan ini saya bayar,, buat bulan depan saya udh berhenti..","JT0740, JT0741"
Buat keduanya kak..,"JT0740, JT0741"
"Ekonomi saya skrg lgi kritis kak,, buat biaya mkn dan sekolah anak saya aja kurang2 kak..","JT0740, JT0741"
Mohon maaf sebelumnya atas permohonan saya ini..,"JT0740, JT0741"
"Toko saya sepi bangat kak,, gak nutut buat bayar bulananya.. 🙏🏿🙏🏿","JT0740, JT0741"
Klw bagi saya gangguan ataw lancar itu udah hal yg biasa bagi saya kak.. Buat makan aja skrg saya cukup2pan kak..,"JT0740, JT0741"
"Yaaa saya mau brhenti tanggal 26 kak,, tolong dbantu kak..","JT0740, JT0741"
Eh gimana cara daftarnya?,STKN0016
Kemarin kan udah,STKN0016
baik...terima kasih kak..🙏🏻🙏🏻,KJ2308
Pagi hari jam berapa. Bisa diaktifkan fitur turbonya,KM2554
Yg ini blm ta bk,KD0443
Oke siap kak,KT0280
"Saya dapat info dari iklan, Ada paket apa saja?",
Setelah ganti modem jaringan internet normal lancar tapi saat ini kok putus lagi ya,KM0817
"Sama""... sbnrny sd sempat chat admin di aplikasi cm lebih cepat via WA hehe",KJ0657
Atas nama mukhamad fiqih jalan kenanga wirogunan,KM2763
Bentar yaa kak..,"JT0740, JT0741"
Password-nya gk bs d buka soalnya lupa yg lama,KM2793
Kalau yg paket superstar kak??,
Ini yg lupa  Account : admin  Pasword:admin  Nah untuk loginnya anak sy lupa kata sandinya,KM2793
